ERS2541303,53900,45597
ERS1142693,57055,48268
ERS542391,55177,46049
ERS1142718,57684,46741
ERS542312,54471,47259
ERS1142719,60589,48109
ERS542328,53879,45927
ERS542336,57666,48179
ERS542344,56591,47609
ERS1142720,62156,47993
ERS1142721,61729,47991
ERS1142722,61694,48073
ERS542340,56516,47527
ERS1142723,60680,46560
ERS1142724,63604,47924
ERS542392,59501,45988
ERS1142725,59608,46608
ERS1142726,62775,47907
ERS542321,54367,45898
ERS1142727,62454,47841
ERS1142717,60006,46628
ERS1142728,62773,47984
ERS1142716,62680,47928
ERS1142714,61521,47869
ERS1142692,57035,46808
ERS542326,55720,47350
ERS1142892,55012,46666
ERS542334,53540,45927
ERS542342,56523,47318
ERS1142707,60974,48848
ERS1142708,53916,46983
ERS542366,53083,48036
ERS542374,56998,47322
ERS1142709,60106,46558
ERS542303,54932,46292
ERS542324,54950,46032
ERS542311,56179,47288
ERS1142711,57872,46735
ERS1142712,62104,46415
ERS542335,54404,45792
ERS542343,54568,46032
ERS1142713,60817,46598
ERS1142715,54212,46858
ERS1142890,54361,46792
ERS1142729,61616,47969
ERS542361,55272,47320
ERS1142751,61779,46452
ERS1142752,61834,47954
ERS1142753,61875,47862
ERS1142754,60310,46652
ERS1142755,61352,48061
ERS1142756,60285,46584
ERS2541335,54651,46046
ERS2541165,54654,45436
ERS2541240,57112,45958
ERS2541258,56412,45564
ERS1142896,56105,46575
ERS2541242,54723,46178
ERS2541109,58404,47121
ERS2541103,55526,47922
ERS2541176,55570,46180
ERS2541129,58751,45849
ERS1142750,61840,48025
ERS1142694,59444,48157
ERS1142749,61892,47827
ERS1142747,58957,48196
ERS1142730,62141,48001
ERS1142731,62299,48676
ERS1142732,62213,47954
ERS1142733,63552,47850
ERS542306,56387,47323
ERS1142734,60143,46643
ERS1142735,55733,46652
ERS1142736,55965,46744
ERS1142737,62570,47838
ERS1142738,61574,47891
ERS1142739,61682,47937
ERS1142740,59986,46661
ERS1142741,62238,47895
ERS1142742,60131,48148
ERS1142743,62096,48839
ERS1142744,61816,47950
ERS542394,61058,47307
ERS1142745,60352,48057
ERS1142746,60364,48093
ERS1142748,58991,46688
ERS2541208,53434,46510
ERS1142889,57678,46848
ERS1142887,56894,48175
ERS1142836,58270,46848
ERS1142837,58905,48275
ERS1142838,65024,48117
ERS1142839,60796,46696
ERS1142840,64052,48935
ERS1142841,71301,48019
ERS1142842,69836,48079
ERS1142704,64084,48720
ERS1142843,68521,48067
ERS1142844,56107,46871
ERS1142846,60597,49114
ERS1142847,63214,48171
ERS542520,56512,47672
ERS1142848,65263,48086
ERS1142849,74617,47927
ERS1142850,65407,48027
ERS1142851,63705,46693
ERS1142705,59545,46566
ERS1142835,55481,48271
ERS1142852,57327,48438
ERS1142834,59995,48255
ERS1142703,62023,48021
ERS1142823,72918,47947
ERS1142824,57595,48902
ERS1142825,65045,46814
ERS542494,53689,46335
ERS1142826,66179,48130
ERS542496,54343,46075
ERS542497,56277,47675
ERS1142702,59224,46631
ERS1142827,63170,48179
ERS542500,51583,46536
ERS542501,52305,46573
ERS1142829,64177,48202
ERS1142830,72134,48040
ERS1142831,65413,48921
ERS1142832,63631,46574
ERS1142833,65900,48350
ERS1142888,55697,46927
ERS1142853,55775,46634
ERS1142854,56904,48196
ERS1142871,58259,48303
ERS1142872,58805,48811
ERS1142873,59303,47824
ERS542554,56703,47401
ERS542310,55807,46087
ERS1142874,59034,48256
ERS1142875,59430,48231
ERS1142876,58028,48813
ERS542558,55452,47466
ERS1142877,57717,48293
ERS1142878,57547,48340
ERS2541102,55672,47033
ERS1142880,56758,46827
ERS1142881,57821,49043
ERS1142706,56247,49253
ERS1142882,53998,46766
ERS1142883,57095,48361
ERS1142885,56194,46834
ERS1142886,54980,46707
ERS1142870,56186,46891
ERS542527,58009,48375
ERS1142869,56226,48215
ERS1142867,56263,46427
ERS1142855,56383,48170
ERS1142856,55624,46647
ERS1142857,58931,48694
ERS1142858,54531,46767
ERS1142859,58904,48702
ERS1142860,58098,48805
ERS542389,53506,46051
ERS1142861,58096,48322
ERS542536,56306,47444
ERS542537,55529,45985
ERS1142862,59732,48276
ERS542539,56735,47493
ERS542540,56004,47326
ERS1142863,60317,48198
ERS1142864,62591,48113
ERS1142866,57174,46623
