cnag_04590-t26_1,SRS417582
cnag_04594-t26_1,SRS417582
cnag_04598-t26_1,SRS417582
cnag_04598-t26_2,SRS417582
cnag_04696-t26_1,SRS417582
cnag_04711-t26_1,SRS417582
cnag_04760-t26_1,SRS417582
cnag_07849-t26_1,SRS417582
cnag_04921-t26_1,SRS417582
cnag_04931-t26_1,SRS417582
cnag_04262-t26_2,SRS417582
cnag_04262-t26_1,SRS417582
cnag_04416-t26_1,SRS417582
cnag_09008-t26_1,SRS417582
cnag_04446-t26_1,SRS417582
cnag_07772-t26_1,SRS417582
cnag_04509-t26_1,SRS417582
cnag_06986-t26_1,SRS417582
cnag_09006-t26_1,SRS417582
cnag_05996-t26_1,SRS417582
cnag_02551-t26_1,SRS417582
cnag_07642-t26_1,SRS417582
cnag_02253-t26_1,SRS417582
cnag_02253-t26_2,SRS417582
cnag_02253-t26_3,SRS417582
cnag_07644-t26_1,SRS417582
cnag_02217-t26_1,SRS417582
cnag_02202-t26_1,SRS417582
cnag_02159-t26_1,SRS417582
cnag_02132-t26_1,SRS417582
cnag_02058-t26_1,SRS417582
cnag_00835-t26_1,SRS417582
cnag_00833-t26_1,SRS417582
cnag_00507-t26_1,SRS417582
cnag_07950-t26_1,SRS417582
cnag_07950-t26_2,SRS417582
cnag_07950-t26_3,SRS417582
cnag_00372-t26_1,SRS417582
cnag_00336-t26_1,SRS417582
cnag_00323-t26_1,SRS417582
cnag_00283-t26_1,SRS417582
cnag_00231-t26_1,SRS417582
cnag_00138-t26_1,SRS417582
cnag_02981-t26_1,SRS417582
cnag_02839-t26_1,SRS417582
cnag_02822-t26_1,SRS417582
cnag_02586-t26_1,SRS417582
cnag_06918-t26_1,SRS417582
cnag_05620-t26_1,SRS417582
cnag_05586-t26_1,SRS417582
cnag_05487-t26_1,SRS417582
cnag_05443-t26_1,SRS417582
cnag_07875-t26_1,SRS417582
cnag_05343-t26_1,SRS417582
cnag_08020-t26_1,SRS417582
cnag_01474-t26_1,SRS417582
cnag_01474-t26_2,SRS417582
cnag_01560-t26_1,SRS417582
cnag_01866-t26_1,SRS417582
cnag_01992-t26_1,SRS417582
cnag_02012-t26_1,SRS417582
cnag_07619-t26_1,SRS417582
cnag_07619-t26_2,SRS417582
cnag_02016-t26_1,SRS417582
cnag_06954-t26_1,SRS417582
cnag_06854-t26_1,SRS417582
cnag_06845-t26_1,SRS417582
cnag_07402-t26_1,SRS417582
cnag_01292-t26_1,SRS417582
cnag_01240-t26_1,SRS417582
cnag_07432-t26_1,SRS417582
cnag_01048-t26_1,SRS417582
cnag_01048-t26_2,SRS417582
cnag_09001-t26_1,SRS417582
cnag_00877-t26_2,SRS417582
cnag_00877-t26_1,SRS417582
cnag_06966-t26_1,SRS417582
cnag_03387-t26_1,SRS417582
cnag_03327-t26_1,SRS417582
cnag_03318-t26_1,SRS417582
cnag_03252-t26_1,SRS417582
cnag_09002-t26_1,SRS417582
cnag_03189-t26_1,SRS417582
cnag_06719-t26_1,SRS417582
cnag_06710-t26_1,SRS417582
cnag_07466-t26_3,SRS417582
cnag_07466-t26_1,SRS417582
cnag_07466-t26_2,SRS417582
cnag_03595-t26_1,SRS417582
cnag_03635-t26_1,SRS417582
cnag_03673-t26_1,SRS417582
cnag_09005-t26_1,SRS417582
cnag_07476-t26_1,SRS417582
cnag_03783-t26_1,SRS417582
cnag_03793-t26_1,SRS417582
cnag_05129-t26_1,SRS417582
cnag_05185-t26_1,SRS417582
cnag_05185-t26_2,SRS417582
cnag_05260-t26_1,SRS417582
cnag_05281-t26_2,SRS417582
cnag_05281-t26_1,SRS417582
cnag_06349-t26_1,SRS417582
cnag_07392-t26_1,SRS417639
cnag_07389-t26_1,SRS417639
cnag_00849-t26_1,SRS417639
cnag_00835-t26_1,SRS417639
cnag_00833-t26_1,SRS417639
cnag_00801-t26_1,SRS417639
cnag_07960-t26_1,SRS417639
cnag_00729-t26_1,SRS417639
cnag_00714-t26_1,SRS417639
cnag_07380-t26_1,SRS417639
cnag_00690-t26_1,SRS417639
cnag_00683-t26_1,SRS417639
cnag_00664-t26_1,SRS417639
cnag_07958-t26_1,SRS417639
cnag_07958-t26_2,SRS417639
cnag_05436-t26_1,SRS417639
cnag_07376-t26_1,SRS417639
cnag_07370-t26_1,SRS417639
cnag_00591-t26_1,SRS417639
cnag_00544-t26_1,SRS417639
cnag_07954-t26_2,SRS417639
cnag_00515-t26_1,SRS417639
cnag_00515-t26_2,SRS417639
cnag_00512-t26_1,SRS417639
cnag_00507-t26_1,SRS417639
cnag_00446-t26_1,SRS417639
cnag_00399-t26_1,SRS417639
cnag_00388-t26_1,SRS417639
cnag_07358-t26_1,SRS417639
cnag_00371-t26_1,SRS417639
cnag_00366-t26_1,SRS417639
cnag_00283-t26_1,SRS417639
cnag_00257-t26_2,SRS417639
cnag_00247-t26_1,SRS417639
cnag_07948-t26_2,SRS417639
cnag_07948-t26_3,SRS417639
cnag_07948-t26_1,SRS417639
cnag_00229-t26_1,SRS417639
cnag_07320-t26_1,SRS417639
cnag_00132-t26_2,SRS417639
cnag_00132-t26_1,SRS417639
cnag_00123-t26_1,SRS417639
cnag_00118-t26_1,SRS417639
cnag_07312-t26_1,SRS417639
cnag_00105-t26_1,SRS417639
cnag_00080-t26_1,SRS417639
cnag_00069-t26_1,SRS417639
cnag_07945-t26_1,SRS417639
cnag_06522-t26_1,SRS417639
cnag_06938-t26_1,SRS417639
cnag_07946-t26_1,SRS417639
cnag_07755-t26_3,SRS417639
cnag_07755-t26_1,SRS417639
cnag_04124-t26_1,SRS417639
cnag_04126-t26_1,SRS417639
cnag_04138-t26_1,SRS417639
cnag_04139-t26_1,SRS417639
cnag_04142-t26_1,SRS417639
cnag_04164-t26_1,SRS417639
cnag_04201-t26_1,SRS417639
cnag_04216-t26_1,SRS417639
cnag_04244-t26_1,SRS417639
cnag_04246-t26_1,SRS417639
cnag_07764-t26_1,SRS417639
cnag_04284-t26_1,SRS417639
cnag_04337-t26_1,SRS417639
cnag_04377-t26_1,SRS417639
cnag_04416-t26_1,SRS417639
cnag_07768-t26_1,SRS417639
cnag_00814-t26_1,SRS417639
cnag_04442-t26_2,SRS417639
cnag_04472-t26_1,SRS417639
cnag_07772-t26_1,SRS417639
cnag_04516-t26_1,SRS417639
cnag_04517-t26_1,SRS417639
cnag_07304-t26_1,SRS417639
cnag_04099-t26_1,SRS417639
cnag_07861-t26_1,SRS417639
cnag_07860-t26_1,SRS417639
cnag_04629-t26_1,SRS417639
cnag_08000-t26_1,SRS417639
cnag_04696-t26_1,SRS417639
cnag_04703-t26_1,SRS417639
cnag_04711-t26_1,SRS417639
cnag_04717-t26_1,SRS417639
cnag_04759-t26_2,SRS417639
cnag_04759-t26_1,SRS417639
cnag_04760-t26_1,SRS417639
cnag_01240-t26_1,SRS417639
cnag_07849-t26_1,SRS417639
cnag_04782-t26_2,SRS417639
cnag_04786-t26_1,SRS417639
cnag_04786-t26_2,SRS417639
cnag_04787-t26_1,SRS417639
cnag_04788-t26_1,SRS417639
cnag_07845-t26_1,SRS417639
cnag_04836-t26_1,SRS417639
cnag_04885-t26_1,SRS417639
cnag_04921-t26_1,SRS417639
cnag_07837-t26_1,SRS417639
cnag_07837-t26_2,SRS417639
cnag_07395-t26_1,SRS417639
cnag_07276-t26_1,SRS417639
cnag_07396-t26_1,SRS417639
cnag_07916-t26_1,SRS417639
cnag_06243-t26_1,SRS417639
cnag_06236-t26_1,SRS417639
cnag_06234-t26_1,SRS417639
cnag_06209-t26_1,SRS417639
cnag_06189-t26_1,SRS417639
cnag_07910-t26_1,SRS417639
cnag_06164-t26_1,SRS417639
cnag_06157-t26_1,SRS417639
cnag_06136-t26_1,SRS417639
cnag_07905-t26_1,SRS417639
cnag_08017-t26_1,SRS417639
cnag_06128-t26_1,SRS417639
cnag_06115-t26_1,SRS417639
cnag_06099-t26_1,SRS417639
cnag_06082-t26_1,SRS417639
cnag_06071-t26_1,SRS417639
cnag_06058-t26_1,SRS417639
cnag_06031-t26_1,SRS417639
cnag_06031-t26_2,SRS417639
cnag_06021-t26_1,SRS417639
cnag_06014-t26_1,SRS417639
cnag_05996-t26_1,SRS417639
cnag_00001-t26_1,SRS417639
cnag_02552-t26_2,SRS417639
cnag_02552-t26_3,SRS417639
cnag_02551-t26_1,SRS417639
cnag_02538-t26_1,SRS417639
cnag_02530-t26_1,SRS417639
cnag_02517-t26_1,SRS417639
cnag_07624-t26_1,SRS417639
cnag_02487-t26_1,SRS417639
cnag_02460-t26_1,SRS417639
cnag_07628-t26_1,SRS417639
cnag_02439-t26_1,SRS417639
cnag_02439-t26_2,SRS417639
cnag_07313-t26_1,SRS417639
cnag_00127-t26_1,SRS417639
cnag_02392-t26_1,SRS417639
cnag_07633-t26_1,SRS417639
cnag_07634-t26_1,SRS417639
cnag_02339-t26_1,SRS417639
cnag_02302-t26_1,SRS417639
cnag_02302-t26_2,SRS417639
cnag_02293-t26_1,SRS417639
cnag_02293-t26_2,SRS417639
cnag_07642-t26_1,SRS417639
cnag_07643-t26_1,SRS417639
cnag_07644-t26_1,SRS417639
cnag_02210-t26_1,SRS417639
cnag_02209-t26_1,SRS417639
cnag_02201-t26_1,SRS417639
cnag_02176-t26_1,SRS417639
cnag_02159-t26_1,SRS417639
cnag_02155-t26_1,SRS417639
cnag_02146-t26_1,SRS417639
cnag_02132-t26_1,SRS417639
cnag_07648-t26_1,SRS417639
cnag_02061-t26_1,SRS417639
cnag_02058-t26_1,SRS417639
cnag_02043-t26_2,SRS417639
cnag_07652-t26_1,SRS417639
cnag_05987-t26_1,SRS417639
cnag_02016-t26_1,SRS417639
cnag_07619-t26_1,SRS417639
cnag_02012-t26_1,SRS417639
cnag_01994-t26_1,SRS417639
cnag_01992-t26_1,SRS417639
cnag_01971-t26_1,SRS417639
cnag_01937-t26_1,SRS417639
cnag_01937-t26_2,SRS417639
cnag_08010-t26_1,SRS417639
cnag_01921-t26_1,SRS417639
cnag_01901-t26_1,SRS417639
cnag_01891-t26_1,SRS417639
cnag_01883-t26_1,SRS417639
cnag_07611-t26_1,SRS417639
cnag_02713-t26_1,SRS417639
cnag_02707-t26_1,SRS417639
cnag_02700-t26_1,SRS417639
cnag_02700-t26_2,SRS417639
cnag_02680-t26_1,SRS417639
cnag_07528-t26_1,SRS417639
cnag_07530-t26_1,SRS417639
cnag_07571-t26_1,SRS417639
cnag_02604-t26_1,SRS417639
cnag_02596-t26_1,SRS417639
cnag_02582-t26_1,SRS417639
cnag_07971-t26_1,SRS417639
cnag_07971-t26_2,SRS417639
cnag_06903-t26_1,SRS417639
cnag_06928-t26_1,SRS417639
cnag_02018-t26_1,SRS417639
cnag_00128-t26_1,SRS417639
cnag_07697-t26_1,SRS417639
cnag_07683-t26_1,SRS417639
cnag_05916-t26_1,SRS417639
cnag_05888-t26_1,SRS417639
cnag_05873-t26_1,SRS417639
cnag_05868-t26_1,SRS417639
cnag_05837-t26_1,SRS417639
cnag_05786-t26_2,SRS417639
cnag_05786-t26_1,SRS417639
cnag_05775-t26_1,SRS417639
cnag_05771-t26_1,SRS417639
cnag_05771-t26_2,SRS417639
cnag_05760-t26_1,SRS417639
cnag_05728-t26_1,SRS417639
cnag_05695-t26_1,SRS417639
cnag_05675-t26_1,SRS417639
cnag_05670-t26_1,SRS417639
cnag_03477-t26_1,SRS417639
cnag_05911-t26_1,SRS417639
cnag_06683-t26_1,SRS417639
cnag_07124-t26_1,SRS417639
cnag_07658-t26_1,SRS417639
cnag_06562-t26_1,SRS417639
cnag_06546-t26_1,SRS417639
cnag_06546-t26_2,SRS417639
cnag_06546-t26_3,SRS417639
cnag_06546-t26_4,SRS417639
cnag_06546-t26_5,SRS417639
cnag_06536-t26_1,SRS417639
cnag_06523-t26_1,SRS417639
cnag_07655-t26_1,SRS417639
