Gene,Essential,Essentiality Standard Deviation,Essentiality P-value,Essentiality Classification,Mean(Log10(Fluconazole/DMSO frequency)) in Gene Body,P value of Mean Fold Change in Gene Body Compared to Intergenic Inserts,Mean(Log10(Fluconazole/DMSO frequency)) in 5' 300 bases,P value of Mean Fold Change in 5' 300 bases Compared to Intergenic Inserts,Insert sites in Gene Body,Insert sites in 300 bases to 5' of ATG,In Madhani Deletion Collection,Human Ortholog
CNAG_07975,0.007183,0.006420061,1.13E-188,NESS,-0.054966391,0.871751955,-0.08186693,0.207906853,9,34,FALSE,FALSE
CNAG_07976,1.00E-05,3.33E-05,0,NESS,-0.063776573,0.631769388,0.040390233,0.916933559,92,14,FALSE,FALSE
CNAG_07977,0.007847,0.006271604,1.28E-189,NESS,0.075118819,0.284560201,-0.681192434,NA,24,1,FALSE,FALSE
CNAG_07978,0.023376,0.007730356,2.98E-179,NESS,-0.036930712,0.725128117,0.005306463,0.711147956,22,24,FALSE,FALSE
CNAG_07979,0.000105,0.000154642,0,NESS,0.090594256,0.168609148,-0.068094268,0.359602889,21,22,FALSE,FALSE
CNAG_07980,0.00071,0.000786823,1.75E-279,NESS,0.032971251,0.154558518,0.05290265,0.220976725,50,33,FALSE,FALSE
CNAG_07981,0.000387,0.000423705,4.00E-306,NESS,-0.12086033,0.007790867,-0.05351454,0.933802957,99,19,FALSE,FALSE
CNAG_07982,1.00E-06,1.00E-05,0,NESS,0.0068695,0.571445757,-0.081702223,0.050078432,61,44,FALSE,FALSE
CNAG_07983,0.000768,0.001273576,8.96E-259,NESS,0.077156524,0.496527678,0.258093584,0.217749138,10,4,FALSE,FALSE
CNAG_07984,0.000267,0.001024553,3.59E-268,NESS,0.031639567,0.794830062,-0.130018232,0.235809991,10,12,FALSE,FALSE
CNAG_07985,0.293557,0.063689098,1.61E-54,NESS,NA,NA,0.026717395,0.366106063,0,32,FALSE,FALSE
CNAG_07986,0.973273,0.014938756,1.22E-150,ESS,-0.075959367,0.746874595,NA,NA,2,0,FALSE,FALSE
CNAG_07989,0.006642,0.006371404,4.78E-189,NESS,-0.616820209,6.44E-38,-0.285996369,0.000278189,109,22,FALSE,FALSE
CNAG_07990,2.30E-05,5.10E-05,0,NESS,-0.078388767,0.955974184,0.160651076,0.046184568,13,23,FALSE,FALSE
CNAG_07992,0.00664,0.005360141,1.78E-196,NESS,-0.051760048,0.574536077,0.072170434,0.130446022,18,19,FALSE,FALSE
CNAG_07993,0.000853,0.000831386,4.20E-277,NESS,-0.038838635,0.609029995,0.054418379,0.001378098,96,179,FALSE,FALSE
CNAG_07995,0.000183,0.000189126,0,NESS,-0.060402338,0.489450156,-0.033385065,0.780890854,80,63,FALSE,FALSE
CNAG_07997,5.40E-05,7.44E-05,0,NESS,-0.288698866,0.050652829,0.337297755,0.005502462,7,16,FALSE,FALSE
CNAG_07998,1.00E-05,3.89E-05,0,NESS,-0.067503549,0.530469031,0.042446775,0.432274555,35,17,FALSE,FALSE
CNAG_07999,0.367531,0.090817829,2.11E-26,NESS,0.26698307,NA,0.042370724,0.223611162,1,34,FALSE,FALSE
CNAG_08000,0.00124,0.000688873,3.73E-285,NESS,-0.029725984,0.457050225,-0.039107126,0.609314517,200,11,FALSE,FALSE
CNAG_08001,0.12709,0.033026823,2.00E-106,NESS,NA,NA,NA,NA,0,0,FALSE,FALSE
CNAG_08003,0.011139,0.004719589,1.49E-201,NESS,0.103025156,0.181436085,0.041014248,0.814090766,6,2,FALSE,FALSE
CNAG_08004,0.045656,0.021795567,1.14E-132,NESS,0.255517212,0.053831644,-0.098336637,0.395759063,6,27,FALSE,FALSE
CNAG_08005,0.001069,0.001301956,8.43E-258,NESS,0.138330921,0.12567073,-0.012393497,0.824733073,15,9,FALSE,FALSE
CNAG_08006,0.005252,0.002859416,1.30E-223,NESS,-0.32852887,0.01826364,-0.203547429,0.006152669,6,23,FALSE,FALSE
CNAG_08007,0.000171,0.000319499,2.79354597471558e-318,NESS,-0.049721986,0.75554678,0.123984343,0.219778456,23,13,FALSE,FALSE
CNAG_08008,0.000131,0.00020533,0,NESS,0.004456135,0.605908355,-0.002441295,0.5995839,104,17,FALSE,FALSE
CNAG_08009,3.00E-06,1.71E-05,0,NESS,-0.04727792,0.817398134,-0.329332316,0.003198032,39,23,FALSE,FALSE
CNAG_08010,2.30E-05,4.68E-05,0,NESS,-0.010902272,0.720336096,-0.019981137,0.953385057,18,4,FALSE,FALSE
CNAG_08011,0,0,0,NESS,-0.023276438,0.534660401,-0.030048368,0.696759279,37,66,FALSE,FALSE
CNAG_08013,0,0,0,NESS,-0.09118543,0.228917843,-0.019504236,0.934054192,61,6,FALSE,FALSE
CNAG_08014,0.000237,0.000315157,7.30387125560032e-319,NESS,-0.075019081,0.430495718,-0.157416797,0.145657889,13,14,FALSE,FALSE
CNAG_08015,0.297063,0.067055601,7.77E-52,NESS,NA,NA,0.060779436,0.592851224,0,5,FALSE,FALSE
CNAG_08017,4.80E-05,9.48E-05,0,NESS,-0.002114124,0.903229919,0.099308708,0.192198979,16,10,FALSE,FALSE
CNAG_08018,0.000979,0.000664587,1.01E-286,NESS,0.067099658,0.081774055,0.234296145,0.000459883,59,31,FALSE,FALSE
CNAG_08019,0.000131,0.000233418,0,NESS,0.150718557,0.001315428,-0.076276406,0.571600297,40,30,FALSE,FALSE
CNAG_08020,0.293262,0.053095686,7.85E-62,NESS,0.20890718,0.190643337,-0.118878729,NA,3,1,FALSE,FALSE
CNAG_08021,6.00E-06,2.39E-05,0,NESS,-0.009340548,0.928800054,0.030699977,0.234845036,74,50,FALSE,FALSE
CNAG_08023,0.000118,0.000172551,0,NESS,0.034527329,0.415564796,-0.023005053,0.943203636,45,38,FALSE,FALSE
CNAG_08024,0.015523,0.006996375,3.04E-184,NESS,-0.568114838,0.002342126,-0.068882577,0.413695496,5,19,FALSE,FALSE
CNAG_08025,3.10E-05,6.92E-05,0,NESS,0.015023443,0.902565627,-0.453926585,1.95E-09,19,43,FALSE,FALSE
CNAG_08026,0.017509,0.012234445,4.77E-160,NESS,-0.069871891,0.754237452,-0.077455923,0.82189944,3,2,FALSE,FALSE
CNAG_08028,1.30E-05,3.67E-05,0,NESS,-0.009536826,0.867218627,-0.138770323,0.048522248,155,35,FALSE,FALSE
CNAG_08029,0.000988,0.000859678,1.18E-275,NESS,-0.054375501,0.622576622,-0.039337085,0.750151267,23,42,FALSE,FALSE
CNAG_09001,0.748178,0.073978403,7.12E-56,ESS,NA,NA,NA,NA,0,0,FALSE,FALSE
CNAG_09003,0.509787,0.065511192,0.138370953,UNK,-0.104348397,0.572596258,0.192070486,0.164209559,4,3,FALSE,FALSE
CNAG_09007,0.724005,0.075588147,5.07E-51,ESS,NA,NA,NA,NA,0,0,FALSE,FALSE
CNAG_00652,2.00E-06,1.41E-05,0,NESS,-0.158747015,0.027760853,0.029703789,0.765111686,43,26,TRUE,FALSE
CNAG_00653,0,0,0,NESS,-0.001428949,0.964838708,0.07852797,0.233319799,65,9,TRUE,FALSE
CNAG_00657,4.00E-06,1.97E-05,0,NESS,-0.035861432,0.689562963,-0.056172487,0.639192942,21,5,TRUE,FALSE
CNAG_00658,9.20E-05,0.000161233,0,NESS,0.047414583,0.206255238,-0.049369567,0.764947759,27,28,TRUE,FALSE
CNAG_00662,0,0,0,NESS,-0.042021495,0.756361201,-0.227262009,0.002313641,21,40,TRUE,FALSE
CNAG_00663,0,0,0,NESS,0.093593487,0.036800284,-0.119971557,0.089869822,39,41,TRUE,FALSE
CNAG_00664,2.50E-05,5.39E-05,0,NESS,-0.057664475,0.593133326,0.186413834,0.182875765,74,10,TRUE,FALSE
CNAG_00665,0.004617,0.002532418,6.87E-229,NESS,0.848357202,0.000191859,0.200631,0.040514015,11,60,TRUE,FALSE
CNAG_00667,0,0,0,NESS,-0.28233709,3.58E-07,-0.053944994,0.437658594,60,45,TRUE,FALSE
CNAG_00668,0,0,0,NESS,-0.110641751,0.170898335,0.053458401,0.130930887,48,43,TRUE,FALSE
CNAG_00670,0,0,0,NESS,0.06068788,0.25197497,0.005442097,0.634154846,34,10,TRUE,FALSE
CNAG_00674,0,0,0,NESS,0.032802553,0.247519286,0.140656494,0.055238813,34,17,TRUE,FALSE
CNAG_00678,0.00013,0.000158592,0,NESS,0.028634469,0.373689359,0.037051865,0.219059036,26,74,TRUE,FALSE
CNAG_00679,2.00E-06,1.41E-05,0,NESS,0.03593193,0.355488718,-0.00170572,0.697015467,27,29,TRUE,FALSE
CNAG_00686,6.80E-05,0.000117103,0,NESS,0.042001104,0.439914445,0.144525128,0.00799685,27,36,TRUE,FALSE
CNAG_00691,0,0,0,NESS,0.023351105,0.296016141,0.008084588,0.561128935,35,20,TRUE,FALSE
CNAG_00695,0,0,0,NESS,0.005031118,0.441650048,-0.135470497,0.002761367,80,79,TRUE,FALSE
CNAG_00698,4.70E-05,0.00010096,0,NESS,-0.203770352,0.031745417,-0.060258387,0.477195694,16,34,TRUE,FALSE
CNAG_00699,0.000303,0.000383091,1.82752032439295e-310,NESS,-0.020888759,0.662108601,-0.082846759,0.296409465,192,16,TRUE,FALSE
CNAG_00701,0.003022,0.002489476,9.20E-230,NESS,-0.082443726,0.71487907,0.03611308,0.925568129,2,45,TRUE,FALSE
CNAG_00702,0,0,0,NESS,0.007904215,0.291687361,-0.046245622,0.346292876,52,99,TRUE,FALSE
CNAG_00711,2.10E-05,6.56E-05,0,NESS,-0.139118599,0.106635499,-0.117028124,0.022243552,28,82,TRUE,FALSE
CNAG_00715,0.892306,0.050052828,6.63E-91,ESS,NA,NA,NA,NA,0,0,TRUE,FALSE
CNAG_00717,0,0,0,NESS,-0.054915792,0.7182642,-0.055451177,0.756860934,38,42,TRUE,FALSE
CNAG_00723,0,0,0,NESS,0.036709633,0.204375182,0.078294981,0.344472894,57,16,TRUE,FALSE
CNAG_00726,0,0,0,NESS,-0.052310932,0.457142456,-0.204995338,0.041217396,65,21,TRUE,FALSE
CNAG_00727,0,0,0,NESS,-0.14244547,0.028184888,-0.074097867,0.806284247,53,21,TRUE,FALSE
CNAG_00732,0.000128,0.000140043,0,NESS,0.112699984,0.048890695,-0.508777554,0.047551309,23,2,TRUE,FALSE
CNAG_00733,0.00021,0.000248022,0,NESS,0.025042981,0.393179398,-0.142429817,0.023728343,34,33,TRUE,FALSE
CNAG_00734,0.520827,0.273911765,0.448849873,UNK,0.19386883,NA,-0.032699232,0.780607834,1,52,TRUE,FALSE
CNAG_00738,2.00E-06,1.41E-05,0,NESS,-0.099397763,0.544730147,-0.066076781,0.065906269,37,90,TRUE,FALSE
CNAG_00744,1.00E-06,1.00E-05,0,NESS,-0.109334124,0.306077971,-0.281345768,0.000376393,43,27,TRUE,FALSE
CNAG_00745,0,0,0,NESS,-0.54133971,7.46E-25,-0.158313688,NA,80,1,TRUE,FALSE
CNAG_00746,0.000109,0.00014291,0,NESS,0.409719193,4.40E-17,0.100292041,0.021264123,72,30,TRUE,FALSE
CNAG_00748,0,0,0,NESS,-0.040567116,0.90019456,0.019543872,0.370409,46,30,TRUE,FALSE
CNAG_00749,0,0,0,NESS,0.039826683,0.248241944,0.080140015,0.024012621,54,34,TRUE,FALSE
CNAG_00751,0,0,0,NESS,0.043023189,0.754487482,-0.087452816,0.907127784,20,13,TRUE,FALSE
CNAG_00753,2.00E-06,1.41E-05,0,NESS,-0.059313862,0.488138819,0.080238312,0.218631208,44,15,TRUE,FALSE
CNAG_00756,0.266104,0.146648473,4.15E-29,NESS,-0.095006192,0.586532457,-0.056698973,0.558270932,23,48,TRUE,FALSE
CNAG_00758,0,0,0,NESS,0.014132292,0.364601761,-0.182327121,0.29620331,67,8,TRUE,FALSE
CNAG_00759,0.000136,0.000160504,0,NESS,-0.057507203,0.411272408,-0.153912107,0.026181931,20,26,TRUE,FALSE
CNAG_00765,0.000757,0.000685382,2.05E-285,NESS,-0.001244844,0.835302261,-0.400035581,0.308592147,18,2,TRUE,FALSE
CNAG_00773,1.90E-05,4.43E-05,0,NESS,-0.104682721,0.200293416,-0.038658644,0.752044563,20,30,TRUE,FALSE
CNAG_00776,0.055085,0.01531914,6.62E-147,NESS,NA,NA,-0.114213059,0.440153173,0,4,TRUE,FALSE
CNAG_00777,0,0,0,NESS,-0.115521245,0.028494518,-0.115142143,0.190508015,70,24,TRUE,FALSE
CNAG_00780,0.004238,0.002390756,2.14E-231,NESS,-0.096016632,0.16063534,0.041327914,0.263704811,19,44,TRUE,FALSE
CNAG_00783,1.00E-06,1.00E-05,0,NESS,-0.150705138,0.035739534,0.018229693,0.381567593,39,68,TRUE,FALSE
CNAG_00788,0.991504,0.004833614,9.26E-201,ESS,NA,NA,-0.011813764,0.74908281,0,35,TRUE,FALSE
CNAG_00794,4.60E-05,9.04E-05,0,NESS,0.183032843,0.116634027,-0.064616276,0.453258805,11,70,TRUE,FALSE
CNAG_00795,0,0,0,NESS,0.019898002,0.436629493,0.039926989,0.765893348,48,4,TRUE,FALSE
CNAG_00798,2.20E-05,6.29E-05,0,NESS,0.028409363,0.680168397,-0.034618162,0.934957804,21,8,TRUE,FALSE
CNAG_00799,0.002472,0.001168793,2.56E-262,NESS,0.079806635,0.411310371,-0.092745502,0.379799496,19,14,TRUE,FALSE
CNAG_00800,4.70E-05,7.03E-05,0,NESS,-0.133038583,0.27685368,0.237159439,0.017489894,9,17,TRUE,FALSE
CNAG_00801,5.00E-06,2.19E-05,0,NESS,-0.057898327,0.511773019,0.045155698,0.41638233,66,13,TRUE,FALSE
CNAG_00806,0.002099,0.001422652,6.71E-254,NESS,0.102383602,0.11954498,-0.052140979,0.900942719,23,40,TRUE,FALSE
CNAG_00807,0.013037,0.006484615,9.95E-188,NESS,-0.008424715,0.991230509,-0.118721089,0.025613526,49,54,TRUE,FALSE
CNAG_00817,0.053748,0.02381922,4.31E-128,NESS,-0.105421035,0.360541703,0.065370658,0.064141948,16,44,TRUE,FALSE
CNAG_00827,2.00E-06,1.41E-05,0,NESS,0.116418512,0.153405547,-0.00097839,0.626938351,24,45,TRUE,FALSE
CNAG_00828,3.00E-06,1.71E-05,0,NESS,-0.023554954,0.796264676,0.056219177,0.192499169,62,49,TRUE,FALSE
CNAG_00830,0,0,0,NESS,-0.108795447,0.261627964,-0.195737455,1.42E-05,47,58,TRUE,FALSE
CNAG_00832,0.000103,0.000136667,0,NESS,0.096511746,0.11504183,-0.008892201,0.761527946,23,10,TRUE,FALSE
CNAG_00833,0.000155,0.000208106,0,NESS,-0.052984587,0.410233935,0.200732772,0.31315612,18,6,TRUE,FALSE
CNAG_00834,0,0,0,NESS,-0.053522893,0.191329641,-0.071478318,0.301298723,61,59,TRUE,FALSE
CNAG_00835,0,0,0,NESS,-0.061537288,0.405991284,0.151573768,0.291892444,48,6,TRUE,FALSE
CNAG_00837,0,0,0,NESS,-0.119864387,0.143560584,0.0102581,0.846381943,28,22,TRUE,FALSE
CNAG_00838,0.000259,0.000348763,1.66596417031006e-314,NESS,-0.005919027,0.731369563,-0.047403153,0.917823792,38,20,TRUE,FALSE
CNAG_00840,1.00E-06,1.00E-05,0,NESS,-0.038507235,0.934387574,-0.145664354,0.201385501,21,15,TRUE,FALSE
CNAG_00841,1.00E-06,1.00E-05,0,NESS,-0.005395602,0.85046342,-0.035298463,0.993239763,69,19,TRUE,FALSE
CNAG_00843,0,0,0,NESS,-0.115895824,0.135091886,-0.066734387,0.729432908,39,4,TRUE,FALSE
CNAG_00848,0.049472,0.017792542,5.12E-141,NESS,0.005226313,0.9711054,0.162111078,0.000911363,19,39,TRUE,FALSE
CNAG_00849,0.004071,0.002930932,1.18E-222,NESS,0.475673063,0.02296153,0.20357966,0.132461604,5,6,TRUE,FALSE
CNAG_00850,0.000233,0.00036155,5.85596934388076e-313,NESS,0.014512726,0.733474793,0.034561977,0.344981086,16,28,TRUE,FALSE
CNAG_00851,0.333714,0.066738219,1.93E-44,NESS,0.07925199,0.270395937,NA,NA,18,0,TRUE,FALSE
CNAG_00852,7.20E-05,0.000121506,0,NESS,-0.116416104,0.551636183,-0.119200918,0.174587603,13,20,TRUE,FALSE
CNAG_00855,0.037889,0.012568985,4.92E-157,NESS,-0.141317242,0.179015248,-0.153896363,0.180541695,16,20,TRUE,FALSE
CNAG_00862,0.000504,0.000332702,1.64373130517902e-316,NESS,0.000822443,0.84394416,0.045071003,0.677792009,7,18,TRUE,FALSE
CNAG_00865,1.00E-06,1.00E-05,0,NESS,-0.091425348,0.062551346,-0.162692206,0.017713184,52,25,TRUE,FALSE
CNAG_00868,0.00017,0.000294906,1.00789391751614e-321,NESS,0.140489898,0.0731053,0.306985161,0.00859038,13,9,TRUE,FALSE
CNAG_00869,5.00E-06,2.19E-05,0,NESS,-0.101402681,0.136660071,NA,NA,38,0,TRUE,FALSE
CNAG_00870,0.00036,0.000540669,1.20E-295,NESS,-0.227492119,0.041398885,-0.006925134,0.782495931,13,11,TRUE,FALSE
CNAG_00871,6.00E-06,3.43E-05,0,NESS,-0.016233065,0.59667897,0.027560588,0.622465794,22,7,TRUE,FALSE
CNAG_00876,0,0,0,NESS,-0.054971535,0.909144469,-0.157812338,0.307110364,46,6,TRUE,FALSE
CNAG_00879,0.002429,0.001927488,8.17E-241,NESS,0.021463883,0.437289521,-0.022362597,0.588480715,24,16,TRUE,FALSE
CNAG_00883,0,0,0,NESS,-0.085286213,0.226453336,0.076931288,0.113111261,46,25,TRUE,FALSE
CNAG_00885,0.000597,0.000649391,9.51E-288,NESS,-0.075235125,0.603597639,-0.124892508,0.437659886,7,8,TRUE,FALSE
CNAG_00887,0,0,0,NESS,-0.006102307,0.7640308,0.153603688,0.295539517,52,6,TRUE,FALSE
CNAG_00889,0,0,0,NESS,0.016318419,0.508179966,-0.262415601,0.009572443,51,11,TRUE,FALSE
CNAG_00890,0.001006,0.000679843,9.64E-286,NESS,0.047825734,0.438918677,-0.104880471,0.879528927,18,5,TRUE,FALSE
CNAG_00892,0.000121,0.00017826,0,NESS,-0.278074258,0.123980835,0.112368384,0.012217505,7,39,TRUE,FALSE
CNAG_00893,0.042564,0.023907167,5.38E-129,NESS,-0.10614199,0.642018717,-0.023288203,0.987965513,4,9,TRUE,FALSE
CNAG_00896,0,0,0,NESS,0.045413114,0.063164636,-0.065688139,0.155577124,60,56,TRUE,FALSE
CNAG_00897,0.000185,0.00022535,0,NESS,-0.00536297,0.531272589,0.111997531,0.033068209,22,25,TRUE,FALSE
CNAG_00898,0,0,0,NESS,-0.087555708,0.441831182,0.207707159,0.011575991,42,11,TRUE,FALSE
CNAG_00901,0,0,0,NESS,-0.188476013,0.067927895,-0.106686189,0.400220658,20,26,TRUE,FALSE
CNAG_00904,0.000124,0.000144334,0,NESS,-0.048340852,0.801402521,-0.18080996,0.245651511,23,18,TRUE,FALSE
CNAG_00907,0.004764,0.00248102,9.30E-230,NESS,-0.110254606,0.604565483,0.157126999,0.052389461,7,14,TRUE,FALSE
CNAG_00908,0.001855,0.001157965,9.01E-263,NESS,0.104099096,0.24396014,0.07621819,0.827903542,26,3,TRUE,FALSE
CNAG_00914,0.00066,0.000617424,6.51E-290,NESS,0.341605333,5.89E-05,-0.161093009,0.108615814,20,13,TRUE,FALSE
CNAG_00915,1.00E-06,1.00E-05,0,NESS,-0.13321428,0.173125328,0.172961561,0.058489926,22,19,TRUE,FALSE
CNAG_00919,0,0,0,NESS,0.018014675,0.329593511,-0.11296546,0.327188255,50,24,TRUE,FALSE
CNAG_00921,0.00384,0.002641854,3.88E-227,NESS,-0.013505505,0.859269339,0.084350451,0.084505907,6,41,TRUE,FALSE
CNAG_00922,0,0,0,NESS,0.216821808,0.006582524,-0.278145414,0.120694462,21,4,TRUE,FALSE
CNAG_00924,0.012987,0.006684985,2.00E-186,NESS,-0.007711291,0.830504139,0.114165676,0.301793981,5,9,TRUE,FALSE
CNAG_00933,0.000125,0.00013133,0,NESS,0.130647949,0.15250141,0.086577464,0.296500346,11,19,TRUE,FALSE
CNAG_00937,0.008328,0.005106978,2.08E-198,NESS,-0.144932552,0.115833081,0.0833762,0.21795324,13,11,TRUE,FALSE
CNAG_00941,0.00021,0.000347138,1.03931908940068e-314,NESS,-0.112998423,0.384974448,-0.025931252,0.930203041,7,7,TRUE,FALSE
CNAG_00961,0,0,0,NESS,0.129117803,0.066939935,-0.09037294,0.256508627,18,22,TRUE,FALSE
CNAG_00964,2.00E-06,1.41E-05,0,NESS,-0.071446277,0.598914732,0.17203796,0.231388751,37,6,TRUE,FALSE
CNAG_00967,0.002303,0.001494127,8.95E-252,NESS,0.06126629,0.456016226,NA,NA,11,0,TRUE,FALSE
CNAG_00969,0,0,0,NESS,0.007724665,0.542937461,0.033967281,0.332768782,44,21,TRUE,FALSE
CNAG_00972,3.00E-06,1.71E-05,0,NESS,-0.173381231,0.034490403,-0.174364396,0.001494795,24,39,TRUE,FALSE
CNAG_00973,1.00E-06,1.00E-05,0,NESS,-0.071621519,0.255106894,0.022698295,0.445756304,32,52,TRUE,FALSE
CNAG_00975,1.30E-05,3.67E-05,0,NESS,-0.014601526,0.66493139,0.164567317,0.041155296,17,25,TRUE,FALSE
CNAG_00977,0.830955,0.036648448,6.52E-97,ESS,-0.11055894,0.337672277,-0.103074331,0.272432188,9,31,TRUE,FALSE
CNAG_00982,0.000331,0.000340735,1.68498011473315e-315,NESS,-0.139084772,0.323657793,-0.124744467,0.027615897,17,48,TRUE,FALSE
CNAG_00985,0.000448,0.000518444,1.92E-297,NESS,0.058979495,0.023092241,-0.039864333,0.52076679,83,50,TRUE,FALSE
CNAG_00995,0.003634,0.002797554,1.08E-224,NESS,0.017031202,0.609456733,0.070026918,0.088501943,23,42,TRUE,FALSE
CNAG_00998,1.00E-06,1.00E-05,0,NESS,-0.189336774,0.001024199,-0.018046431,0.959387705,56,9,TRUE,FALSE
CNAG_01001,5.00E-05,9.16E-05,0,NESS,-0.026906935,0.589427858,-0.661264052,0.010876793,55,3,TRUE,FALSE
CNAG_01002,0,0,0,NESS,-0.083885757,0.214442806,0.054060158,0.577001724,38,16,TRUE,FALSE
CNAG_01004,6.00E-06,2.78E-05,0,NESS,-0.062933757,0.330917695,-0.109636305,0.450793709,55,6,TRUE,FALSE
CNAG_01006,2.10E-05,5.18E-05,0,NESS,-0.361898519,1.40E-06,-0.286163368,0.000110372,22,29,TRUE,FALSE
CNAG_01007,0,0,0,NESS,-0.040209722,0.901502594,-0.150264955,0.008059814,48,43,TRUE,FALSE
CNAG_01009,1.60E-05,5.81E-05,0,NESS,0.332748173,4.13E-05,0.255763947,4.56E-05,23,28,TRUE,FALSE
CNAG_01011,7.90E-05,0.000111278,0,NESS,0.063699169,0.256994065,0.126635625,0.747316609,37,5,TRUE,FALSE
CNAG_01012,0.03294,0.016740871,3.52E-145,NESS,0.148589981,0.60487719,0.208240071,0.001929134,7,21,TRUE,FALSE
CNAG_01014,0.00153,0.001075954,5.86E-266,NESS,0.087292688,0.466112182,-0.093944617,0.472654924,7,24,TRUE,FALSE
CNAG_01017,6.30E-05,0.000106983,0,NESS,-0.018637014,0.874763467,-0.364853751,4.95E-07,111,31,TRUE,FALSE
CNAG_01020,0.002546,0.002156335,5.57E-236,NESS,0.02712638,0.737806911,NA,NA,21,0,TRUE,FALSE
CNAG_01024,0.413688,0.075824468,1.08E-19,NESS,-0.249306239,0.310906498,0.159224176,0.246204017,3,8,TRUE,FALSE
CNAG_01030,5.00E-06,2.19E-05,0,NESS,0.001839572,0.864382315,0.264399608,4.85E-05,13,34,TRUE,FALSE
CNAG_01031,1.00E-06,1.00E-05,0,NESS,-0.068515233,0.24113332,0.038670433,0.261259188,29,69,TRUE,FALSE
CNAG_01032,0.02433,0.01161912,1.18E-161,NESS,-0.078507258,0.293723649,0.170470268,0.019577251,103,22,TRUE,FALSE
CNAG_01034,6.00E-06,2.39E-05,0,NESS,0.023068554,0.788096781,0.083570114,0.326733981,26,6,TRUE,FALSE
CNAG_01038,0.975438,0.013379207,1.43E-155,ESS,-0.232939495,0.801946728,0.051290507,0.237432555,3,62,TRUE,FALSE
CNAG_01040,0,0,0,NESS,-0.019042255,0.766666799,-0.079225492,0.28091018,66,33,TRUE,FALSE
CNAG_01043,0.001323,0.001067126,2.49E-266,NESS,-0.283902886,0.015369169,-0.037747088,0.873478152,16,27,TRUE,FALSE
CNAG_01045,0.002597,0.001137111,1.73E-263,NESS,-0.290694065,0.113015171,-0.048237491,0.468922444,3,62,TRUE,FALSE
CNAG_01047,3.60E-05,6.89E-05,0,NESS,-0.266671832,0.006195567,-0.197038381,0.002265592,15,42,TRUE,FALSE
CNAG_01048,1.00E-06,1.00E-05,0,NESS,-0.076027363,0.315081697,0.318807566,NA,133,1,TRUE,FALSE
CNAG_01050,0,0,0,NESS,-0.026922811,0.818982014,0.261888278,0.000130931,61,31,TRUE,FALSE
CNAG_01052,0,0,0,NESS,-0.025507294,0.909103246,0.071135287,0.271703985,30,20,TRUE,FALSE
CNAG_01056,1.60E-05,4.20E-05,0,NESS,0.074229234,0.278355526,-0.097423913,0.449332878,12,17,TRUE,FALSE
CNAG_01061,2.20E-05,5.43E-05,0,NESS,-0.010542847,0.628555629,-0.088824731,0.161134446,47,20,TRUE,FALSE
CNAG_01065,1.00E-06,1.00E-05,0,NESS,-0.077520981,0.224885552,-0.08466568,0.150014958,73,51,TRUE,FALSE
CNAG_01069,0,0,0,NESS,-0.05907878,0.638767725,-0.013136511,0.769767538,69,52,TRUE,FALSE
CNAG_01071,2.00E-06,1.41E-05,0,NESS,-0.026473073,0.985412915,-0.000718922,0.63460885,52,40,TRUE,FALSE
CNAG_01072,0,0,0,NESS,0.029911217,0.642139712,-0.006224203,0.571352973,40,54,TRUE,FALSE
CNAG_01073,0,0,0,NESS,-0.074942422,0.618488855,0.006447346,0.860538798,41,18,TRUE,FALSE
CNAG_01074,2.00E-06,1.41E-05,0,NESS,-0.016559848,0.860363262,-0.233839715,0.01138623,93,14,TRUE,FALSE
CNAG_01079,3.00E-06,1.71E-05,0,NESS,-0.008490851,0.901879298,0.065661538,0.089953387,43,41,TRUE,FALSE
CNAG_01081,0,0,0,NESS,0.095808338,0.017023312,-0.04987999,0.234230099,40,92,TRUE,FALSE
CNAG_01082,9.20E-05,0.000140475,0,NESS,-0.189593798,0.000118624,0.065276765,0.576711314,72,38,TRUE,FALSE
CNAG_01084,0.126165,0.075585481,1.30E-71,NESS,-0.139623839,0.187466728,-0.129230396,0.117749175,13,33,TRUE,FALSE
CNAG_01085,3.00E-06,1.71E-05,0,NESS,-0.041921849,0.912475102,-0.289420698,0.000122413,12,33,TRUE,FALSE
CNAG_01086,0.010383,0.007537195,1.70E-181,NESS,-0.330669756,0.012190366,-0.289420698,0.000122413,8,33,TRUE,FALSE
CNAG_01087,0,0,0,NESS,-0.063845706,0.317485143,-0.056843952,0.153287947,30,58,TRUE,FALSE
CNAG_01088,0,0,0,NESS,-0.038150505,0.774240637,0.020777935,0.407352557,51,48,TRUE,FALSE
CNAG_01092,2.00E-06,1.41E-05,0,NESS,-0.110883551,0.743400137,-0.198339635,0.046429962,23,22,TRUE,FALSE
CNAG_01093,0.000107,0.000124928,0,NESS,-0.005132559,0.94566012,0.187717605,0.010017144,14,19,TRUE,FALSE
CNAG_01097,2.00E-06,1.41E-05,0,NESS,-0.064614524,0.483889187,0.0568207,0.146836287,33,23,TRUE,FALSE
CNAG_01105,0.006896,0.005143534,3.15E-198,NESS,-0.254651156,0.000990848,0.133184822,0.120345362,24,17,TRUE,FALSE
CNAG_01109,4.90E-05,7.32E-05,0,NESS,-0.287741264,0.003846511,0.014842705,0.222168951,18,80,TRUE,FALSE
CNAG_01112,7.10E-05,0.000106643,0,NESS,-0.067640945,0.416012745,0.145020468,0.001000229,17,53,TRUE,FALSE
