sample,run,file1,file2,file_unpaired
SRS404750,SRR798295,SRR798295_1.fastq.gz,SRR798295_2.fastq.gz,
SRS404750,SRR823297,SRR823297_1.fastq.gz,SRR823297_2.fastq.gz,
SRS404750,SRR822499,SRR822499_1.fastq.gz,SRR822499_2.fastq.gz,
SRS404750,SRR798153,SRR798153_1.fastq.gz,SRR798153_2.fastq.gz,
SRS404750,SRR822894,SRR822894_1.fastq.gz,SRR822894_2.fastq.gz,
SRS404753,SRR798157,SRR798157_1.fastq.gz,SRR798157_2.fastq.gz,
SRS404753,SRR822923,SRR822923_1.fastq.gz,SRR822923_2.fastq.gz,
SRS404753,SRR798697,SRR798697_1.fastq.gz,SRR798697_2.fastq.gz,
SRS404755,SRR798162,SRR798162_1.fastq.gz,SRR798162_2.fastq.gz,
SRS404755,SRR823914,SRR823914_1.fastq.gz,SRR823914_2.fastq.gz,
SRS404755,SRR823396,SRR823396_1.fastq.gz,SRR823396_2.fastq.gz,
SRS404755,SRR822902,SRR822902_1.fastq.gz,SRR822902_2.fastq.gz,
SRS404755,SRR798182,SRR798182_1.fastq.gz,SRR798182_2.fastq.gz,
SRS404755,SRR823913,SRR823913_1.fastq.gz,SRR823913_2.fastq.gz,
SRS404756,SRR825369,SRR825369_1.fastq.gz,SRR825369_2.fastq.gz,
SRS404756,SRR798163,SRR798163_1.fastq.gz,SRR798163_2.fastq.gz,
SRS404756,SRR822944,SRR822944_1.fastq.gz,SRR822944_2.fastq.gz,
SRS404759,SRR798156,SRR798156_1.fastq.gz,SRR798156_2.fastq.gz,
SRS404759,SRR822904,SRR822904_1.fastq.gz,SRR822904_2.fastq.gz,
SRS404759,SRR798915,SRR798915_1.fastq.gz,SRR798915_2.fastq.gz,
SRS404760,SRR823560,SRR823560_1.fastq.gz,SRR823560_2.fastq.gz,
SRS404760,SRR798175,SRR798175_1.fastq.gz,SRR798175_2.fastq.gz,
SRS404760,SRR822941,SRR822941_1.fastq.gz,SRR822941_2.fastq.gz,
SRS404761,SRR798992,SRR798992_1.fastq.gz,SRR798992_2.fastq.gz,
SRS404761,SRR798176,SRR798176_1.fastq.gz,SRR798176_2.fastq.gz,
SRS404761,SRR798870,SRR798870_1.fastq.gz,SRR798870_2.fastq.gz,
SRS404765,SRR798987,SRR798987_1.fastq.gz,SRR798987_2.fastq.gz,
SRS404765,SRR798666,SRR798666_1.fastq.gz,SRR798666_2.fastq.gz,
SRS404765,SRR822922,SRR822922_1.fastq.gz,SRR822922_2.fastq.gz,
SRS404765,SRR798945,SRR798945_1.fastq.gz,SRR798945_2.fastq.gz,
SRS404765,SRR798788,SRR798788_1.fastq.gz,SRR798788_2.fastq.gz,
SRS404765,SRR825337,SRR825337_1.fastq.gz,SRR825337_2.fastq.gz,
SRS404765,SRR798189,SRR798189_1.fastq.gz,SRR798189_2.fastq.gz,
SRS404765,SRR798895,SRR798895_1.fastq.gz,SRR798895_2.fastq.gz,
SRS404766,SRR798161,SRR798161_1.fastq.gz,SRR798161_2.fastq.gz,
SRS404766,SRR798592,SRR798592_1.fastq.gz,SRR798592_2.fastq.gz,
SRS404766,SRR822919,SRR822919_1.fastq.gz,SRR822919_2.fastq.gz,
SRS404772,SRR823570,SRR823570_1.fastq.gz,SRR823570_2.fastq.gz,
SRS404772,SRR798191,SRR798191_1.fastq.gz,SRR798191_2.fastq.gz,
SRS404772,SRR822492,SRR822492_1.fastq.gz,SRR822492_2.fastq.gz,
SRS404773,SRR822951,SRR822951_1.fastq.gz,SRR822951_2.fastq.gz,
SRS404773,SRR798197,SRR798197_1.fastq.gz,SRR798197_2.fastq.gz,
SRS404773,SRR823292,SRR823292_1.fastq.gz,SRR823292_2.fastq.gz,
SRS404775,SRR798180,SRR798180_1.fastq.gz,SRR798180_2.fastq.gz,
SRS404775,SRR823388,SRR823388_1.fastq.gz,SRR823388_2.fastq.gz,
SRS404775,SRR823295,SRR823295_1.fastq.gz,SRR823295_2.fastq.gz,
SRS404777,SRR798589,SRR798589_1.fastq.gz,SRR798589_2.fastq.gz,
SRS404777,SRR822901,SRR822901_1.fastq.gz,SRR822901_2.fastq.gz,
SRS404777,SRR798216,SRR798216_1.fastq.gz,SRR798216_2.fastq.gz,
SRS404778,SRR823915,SRR823915_1.fastq.gz,SRR823915_2.fastq.gz,
SRS404778,SRR822910,SRR822910_1.fastq.gz,SRR822910_2.fastq.gz,
SRS404778,SRR798583,SRR798583_1.fastq.gz,SRR798583_2.fastq.gz,
SRS404778,SRR798641,SRR798641_1.fastq.gz,SRR798641_2.fastq.gz,
SRS404778,SRR798254,SRR798254_1.fastq.gz,SRR798254_2.fastq.gz,
SRS404778,SRR823397,SRR823397_1.fastq.gz,SRR823397_2.fastq.gz,
SRS404778,SRR835464,SRR835464_1.fastq.gz,SRR835464_2.fastq.gz,
SRS404778,SRR835465,SRR835465_1.fastq.gz,SRR835465_2.fastq.gz,
SRS404779,SRR798218,SRR798218_1.fastq.gz,SRR798218_2.fastq.gz,
SRS404779,SRR798946,SRR798946_1.fastq.gz,SRR798946_2.fastq.gz,
SRS404779,SRR798878,SRR798878_1.fastq.gz,SRR798878_2.fastq.gz,
SRS404779,SRR799013,SRR799013_1.fastq.gz,SRR799013_2.fastq.gz,
SRS404779,SRR798885,SRR798885_1.fastq.gz,SRR798885_2.fastq.gz,
SRS404779,SRR823357,SRR823357_1.fastq.gz,SRR823357_2.fastq.gz,
SRS404780,SRR798220,SRR798220_1.fastq.gz,SRR798220_2.fastq.gz,
SRS404780,SRR822918,SRR822918_1.fastq.gz,SRR822918_2.fastq.gz,
SRS404780,SRR822491,SRR822491_1.fastq.gz,SRR822491_2.fastq.gz,
SRS404781,SRR822896,SRR822896_1.fastq.gz,SRR822896_2.fastq.gz,
SRS404781,SRR822897,SRR822897_1.fastq.gz,SRR822897_2.fastq.gz,
SRS404781,SRR798604,SRR798604_1.fastq.gz,SRR798604_2.fastq.gz,
SRS404781,SRR798968,SRR798968_1.fastq.gz,SRR798968_2.fastq.gz,
SRS404781,SRR798920,SRR798920_1.fastq.gz,SRR798920_2.fastq.gz,
SRS404781,SRR798221,SRR798221_1.fastq.gz,SRR798221_2.fastq.gz,
SRS404782,SRR825373,SRR825373_1.fastq.gz,SRR825373_2.fastq.gz,
SRS404782,SRR822886,SRR822886_1.fastq.gz,SRR822886_2.fastq.gz,
SRS404782,SRR798222,SRR798222_1.fastq.gz,SRR798222_2.fastq.gz,
SRS404783,SRR798224,SRR798224_1.fastq.gz,SRR798224_2.fastq.gz,
SRS404783,SRR798599,SRR798599_1.fastq.gz,SRR798599_2.fastq.gz,
SRS404783,SRR798904,SRR798904_1.fastq.gz,SRR798904_2.fastq.gz,
SRS404784,SRR798712,SRR798712_1.fastq.gz,SRR798712_2.fastq.gz,
SRS404784,SRR823391,SRR823391_1.fastq.gz,SRR823391_2.fastq.gz,
SRS404784,SRR823392,SRR823392_1.fastq.gz,SRR823392_2.fastq.gz,
SRS404784,SRR799033,SRR799033_1.fastq.gz,SRR799033_2.fastq.gz,
SRS404784,SRR798225,SRR798225_1.fastq.gz,SRR798225_2.fastq.gz,
SRS404784,SRR798696,SRR798696_1.fastq.gz,SRR798696_2.fastq.gz,
SRS404785,SRR798255,SRR798255_1.fastq.gz,SRR798255_2.fastq.gz,
SRS404785,SRR798661,SRR798661_1.fastq.gz,SRR798661_2.fastq.gz,
SRS404785,SRR799005,SRR799005_1.fastq.gz,SRR799005_2.fastq.gz,
SRS404786,SRR822952,SRR822952_1.fastq.gz,SRR822952_2.fastq.gz,
SRS404786,SRR798252,SRR798252_1.fastq.gz,SRR798252_2.fastq.gz,
SRS404786,SRR798959,SRR798959_1.fastq.gz,SRR798959_2.fastq.gz,
SRS404788,SRR798230,SRR798230_1.fastq.gz,SRR798230_2.fastq.gz,
SRS404788,SRR823293,SRR823293_1.fastq.gz,SRR823293_2.fastq.gz,
SRS404788,SRR822890,SRR822890_1.fastq.gz,SRR822890_2.fastq.gz,
SRS404789,SRR798228,SRR798228_1.fastq.gz,SRR798228_2.fastq.gz,
SRS404789,SRR823394,SRR823394_1.fastq.gz,SRR823394_2.fastq.gz,
SRS404789,SRR798279,SRR798279_1.fastq.gz,SRR798279_2.fastq.gz,
SRS404789,SRR1068287,SRR1068287_1.fastq.gz,SRR1068287_2.fastq.gz,
SRS404789,SRR822898,SRR822898_1.fastq.gz,SRR822898_2.fastq.gz,
SRS404789,SRR823302,SRR823302_1.fastq.gz,SRR823302_2.fastq.gz,
SRS404789,SRR823303,SRR823303_1.fastq.gz,SRR823303_2.fastq.gz,
SRS404789,SRR1068288,SRR1068288_1.fastq.gz,SRR1068288_2.fastq.gz,
SRS404791,SRR799032,SRR799032_1.fastq.gz,SRR799032_2.fastq.gz,
SRS404791,SRR798236,SRR798236_1.fastq.gz,SRR798236_2.fastq.gz,
SRS404791,SRR799052,SRR799052_1.fastq.gz,SRR799052_2.fastq.gz,
SRS404792,SRR798253,SRR798253_1.fastq.gz,SRR798253_2.fastq.gz,
SRS404792,SRR822503,SRR822503_1.fastq.gz,SRR822503_2.fastq.gz,
SRS404792,SRR798238,SRR798238_1.fastq.gz,SRR798238_2.fastq.gz,
SRS404793,SRR798748,SRR798748_1.fastq.gz,SRR798748_2.fastq.gz,
SRS404793,SRR798242,SRR798242_1.fastq.gz,SRR798242_2.fastq.gz,
SRS404793,SRR822924,SRR822924_1.fastq.gz,SRR822924_2.fastq.gz,
SRS404794,SRR823565,SRR823565_1.fastq.gz,SRR823565_2.fastq.gz,
SRS404794,SRR798246,SRR798246_1.fastq.gz,SRR798246_2.fastq.gz,
SRS404794,SRR822943,SRR822943_1.fastq.gz,SRR822943_2.fastq.gz,
SRS404795,SRR798243,SRR798243_1.fastq.gz,SRR798243_2.fastq.gz,
SRS404795,SRR822887,SRR822887_1.fastq.gz,SRR822887_2.fastq.gz,
SRS404795,SRR798608,SRR798608_1.fastq.gz,SRR798608_2.fastq.gz,
SRS404797,SRR798276,SRR798276_1.fastq.gz,SRR798276_2.fastq.gz,
SRS404797,SRR823384,SRR823384_1.fastq.gz,SRR823384_2.fastq.gz,
SRS404797,SRR798249,SRR798249_1.fastq.gz,SRR798249_2.fastq.gz,
SRS404800,SRR822893,SRR822893_1.fastq.gz,SRR822893_2.fastq.gz,
SRS404800,SRR798976,SRR798976_1.fastq.gz,SRR798976_2.fastq.gz,
SRS404800,SRR798263,SRR798263_1.fastq.gz,SRR798263_2.fastq.gz,
SRS404800,SRR822892,SRR822892_1.fastq.gz,SRR822892_2.fastq.gz,
SRS404800,SRR798966,SRR798966_1.fastq.gz,SRR798966_2.fastq.gz,
SRS404800,SRR798949,SRR798949_1.fastq.gz,SRR798949_2.fastq.gz,
SRS404803,SRR823307,SRR823307_1.fastq.gz,SRR823307_2.fastq.gz,
SRS404803,SRR798269,SRR798269_1.fastq.gz,SRR798269_2.fastq.gz,
SRS404803,SRR798662,SRR798662_1.fastq.gz,SRR798662_2.fastq.gz,
SRS404805,SRR798274,SRR798274_1.fastq.gz,SRR798274_2.fastq.gz,
SRS404805,SRR798648,SRR798648_1.fastq.gz,SRR798648_2.fastq.gz,
SRS404805,SRR823571,SRR823571_1.fastq.gz,SRR823571_2.fastq.gz,
SRS404805,SRR799047,SRR799047_1.fastq.gz,SRR799047_2.fastq.gz,
SRS404805,SRR798695,SRR798695_1.fastq.gz,SRR798695_2.fastq.gz,
SRS404805,SRR798929,SRR798929_1.fastq.gz,SRR798929_2.fastq.gz,
SRS404807,SRR798602,SRR798602_1.fastq.gz,SRR798602_2.fastq.gz,
SRS404807,SRR798688,SRR798688_1.fastq.gz,SRR798688_2.fastq.gz,
SRS404807,SRR798275,SRR798275_1.fastq.gz,SRR798275_2.fastq.gz,
SRS404808,SRR825479,SRR825479_1.fastq.gz,SRR825479_2.fastq.gz,
SRS404808,SRR823912,SRR823912_1.fastq.gz,SRR823912_2.fastq.gz,
SRS404808,SRR798268,SRR798268_1.fastq.gz,SRR798268_2.fastq.gz,
SRS404808,SRR798772,SRR798772_1.fastq.gz,SRR798772_2.fastq.gz,
SRS404808,SRR799027,SRR799027_1.fastq.gz,SRR799027_2.fastq.gz,
SRS404808,SRR798636,SRR798636_1.fastq.gz,SRR798636_2.fastq.gz,
SRS404809,SRR798708,SRR798708_1.fastq.gz,SRR798708_2.fastq.gz,
SRS404809,SRR798911,SRR798911_1.fastq.gz,SRR798911_2.fastq.gz,
SRS404809,SRR798278,SRR798278_1.fastq.gz,SRR798278_2.fastq.gz,
SRS404810,SRR823306,SRR823306_1.fastq.gz,SRR823306_2.fastq.gz,
SRS404810,SRR823395,SRR823395_1.fastq.gz,SRR823395_2.fastq.gz,
SRS404810,SRR798280,SRR798280_1.fastq.gz,SRR798280_2.fastq.gz,
SRS404810,SRR798586,SRR798586_1.fastq.gz,SRR798586_2.fastq.gz,
SRS404810,SRR798760,SRR798760_1.fastq.gz,SRR798760_2.fastq.gz,
SRS404810,SRR822900,SRR822900_1.fastq.gz,SRR822900_2.fastq.gz,
SRS404812,SRR822495,SRR822495_1.fastq.gz,SRR822495_2.fastq.gz,
SRS404812,SRR798282,SRR798282_1.fastq.gz,SRR798282_2.fastq.gz,
SRS404812,SRR822891,SRR822891_1.fastq.gz,SRR822891_2.fastq.gz,
SRS404813,SRR822906,SRR822906_1.fastq.gz,SRR822906_2.fastq.gz,
SRS404813,SRR799022,SRR799022_1.fastq.gz,SRR799022_2.fastq.gz,
SRS404813,SRR798283,SRR798283_1.fastq.gz,SRR798283_2.fastq.gz,
SRS405098,SRR798597,SRR798597_1.fastq.gz,SRR798597_2.fastq.gz,
SRS405098,SRR798584,SRR798584_1.fastq.gz,SRR798584_2.fastq.gz,
SRS405098,SRR798693,SRR798693_1.fastq.gz,SRR798693_2.fastq.gz,
SRS405099,SRR798591,SRR798591_1.fastq.gz,SRR798591_2.fastq.gz,
SRS405099,SRR798758,SRR798758_1.fastq.gz,SRR798758_2.fastq.gz,
SRS405099,SRR798587,SRR798587_1.fastq.gz,SRR798587_2.fastq.gz,
SRS405101,SRR798855,SRR798855_1.fastq.gz,SRR798855_2.fastq.gz,
SRS405101,SRR799017,SRR799017_1.fastq.gz,SRR799017_2.fastq.gz,
SRS405101,SRR798612,SRR798612_1.fastq.gz,SRR798612_2.fastq.gz,
SRS405102,SRR798606,SRR798606_1.fastq.gz,SRR798606_2.fastq.gz,
SRS405102,SRR798940,SRR798940_1.fastq.gz,SRR798940_2.fastq.gz,
SRS405102,SRR798703,SRR798703_1.fastq.gz,SRR798703_2.fastq.gz,
SRS405107,SRR798633,SRR798633_1.fastq.gz,SRR798633_2.fastq.gz,
SRS405107,SRR798710,SRR798710_1.fastq.gz,SRR798710_2.fastq.gz,
SRS405107,SRR798705,SRR798705_1.fastq.gz,SRR798705_2.fastq.gz,
SRS405109,SRR798781,SRR798781_1.fastq.gz,SRR798781_2.fastq.gz,
SRS405109,SRR798986,SRR798986_1.fastq.gz,SRR798986_2.fastq.gz,
SRS405109,SRR798645,SRR798645_1.fastq.gz,SRR798645_2.fastq.gz,
SRS405109,SRR798819,SRR798819_1.fastq.gz,SRR798819_2.fastq.gz,
SRS405109,SRR798723,SRR798723_1.fastq.gz,SRR798723_2.fastq.gz,
SRS405109,SRR798952,SRR798952_1.fastq.gz,SRR798952_2.fastq.gz,
SRS405110,SRR798960,SRR798960_1.fastq.gz,SRR798960_2.fastq.gz,
SRS405110,SRR798646,SRR798646_1.fastq.gz,SRR798646_2.fastq.gz,
SRS405110,SRR798762,SRR798762_1.fastq.gz,SRR798762_2.fastq.gz,
SRS405111,SRR798947,SRR798947_1.fastq.gz,SRR798947_2.fastq.gz,
SRS405111,SRR798653,SRR798653_1.fastq.gz,SRR798653_2.fastq.gz,
SRS405111,SRR798700,SRR798700_1.fastq.gz,SRR798700_2.fastq.gz,
SRS405113,SRR799036,SRR799036_1.fastq.gz,SRR799036_2.fastq.gz,
SRS405113,SRR798877,SRR798877_1.fastq.gz,SRR798877_2.fastq.gz,
SRS405113,SRR798659,SRR798659_1.fastq.gz,SRR798659_2.fastq.gz,
SRS405114,SRR798663,SRR798663_1.fastq.gz,SRR798663_2.fastq.gz,
SRS405114,SRR799024,SRR799024_1.fastq.gz,SRR799024_2.fastq.gz,
SRS405114,SRR798926,SRR798926_1.fastq.gz,SRR798926_2.fastq.gz,
SRS405116,SRR799056,SRR799056_1.fastq.gz,SRR799056_2.fastq.gz,
SRS405116,SRR798667,SRR798667_1.fastq.gz,SRR798667_2.fastq.gz,
SRS405116,SRR798923,SRR798923_1.fastq.gz,SRR798923_2.fastq.gz,
SRS405118,SRR798984,SRR798984_1.fastq.gz,SRR798984_2.fastq.gz,
SRS405118,SRR799015,SRR799015_1.fastq.gz,SRR799015_2.fastq.gz,
SRS405118,SRR798668,SRR798668_1.fastq.gz,SRR798668_2.fastq.gz,
SRS405119,SRR798795,SRR798795_1.fastq.gz,SRR798795_2.fastq.gz,
SRS405119,SRR798670,SRR798670_1.fastq.gz,SRR798670_2.fastq.gz,
SRS405119,SRR799041,SRR799041_1.fastq.gz,SRR799041_2.fastq.gz,
SRS405120,SRR798694,SRR798694_1.fastq.gz,SRR798694_2.fastq.gz,
SRS405120,SRR823358,SRR823358_1.fastq.gz,SRR823358_2.fastq.gz,
SRS405120,SRR798867,SRR798867_1.fastq.gz,SRR798867_2.fastq.gz,
SRS405120,SRR798890,SRR798890_1.fastq.gz,SRR798890_2.fastq.gz,
SRS405120,SRR798951,SRR798951_1.fastq.gz,SRR798951_2.fastq.gz,
SRS405120,SRR798850,SRR798850_1.fastq.gz,SRR798850_2.fastq.gz,
SRS405121,SRR798707,SRR798707_1.fastq.gz,SRR798707_2.fastq.gz,
SRS405121,SRR798773,SRR798773_1.fastq.gz,SRR798773_2.fastq.gz,
SRS405121,SRR799058,SRR799058_1.fastq.gz,SRR799058_2.fastq.gz,
SRS405122,SRR798975,SRR798975_1.fastq.gz,SRR798975_2.fastq.gz,
SRS405122,SRR798717,SRR798717_1.fastq.gz,SRR798717_2.fastq.gz,
SRS405122,SRR798832,SRR798832_1.fastq.gz,SRR798832_2.fastq.gz,
SRS405123,SRR798720,SRR798720_1.fastq.gz,SRR798720_2.fastq.gz,
SRS405123,SRR798794,SRR798794_1.fastq.gz,SRR798794_2.fastq.gz,
SRS405123,SRR798737,SRR798737_1.fastq.gz,SRR798737_2.fastq.gz,
SRS405123,SRR798715,SRR798715_1.fastq.gz,SRR798715_2.fastq.gz,
SRS405123,SRR798714,SRR798714_1.fastq.gz,SRR798714_2.fastq.gz,
SRS405123,SRR798801,SRR798801_1.fastq.gz,SRR798801_2.fastq.gz,
SRS405124,SRR798729,SRR798729_1.fastq.gz,SRR798729_2.fastq.gz,
SRS405124,SRR825333,SRR825333_1.fastq.gz,SRR825333_2.fastq.gz,
SRS405124,SRR798981,SRR798981_1.fastq.gz,SRR798981_2.fastq.gz,
SRS405126,SRR798738,SRR798738_1.fastq.gz,SRR798738_2.fastq.gz,
SRS405126,SRR798916,SRR798916_1.fastq.gz,SRR798916_2.fastq.gz,
SRS405126,SRR799034,SRR799034_1.fastq.gz,SRR799034_2.fastq.gz,
SRS405127,SRR798739,SRR798739_1.fastq.gz,SRR798739_2.fastq.gz,
SRS405127,SRR798862,SRR798862_1.fastq.gz,SRR798862_2.fastq.gz,
SRS405127,SRR798958,SRR798958_1.fastq.gz,SRR798958_2.fastq.gz,
SRS405128,SRR798842,SRR798842_1.fastq.gz,SRR798842_2.fastq.gz,
SRS405128,SRR798849,SRR798849_1.fastq.gz,SRR798849_2.fastq.gz,
SRS405128,SRR798742,SRR798742_1.fastq.gz,SRR798742_2.fastq.gz,
SRS405129,SRR799000,SRR799000_1.fastq.gz,SRR799000_2.fastq.gz,
SRS405129,SRR799040,SRR799040_1.fastq.gz,SRR799040_2.fastq.gz,
SRS405129,SRR798743,SRR798743_1.fastq.gz,SRR798743_2.fastq.gz,
SRS405130,SRR798744,SRR798744_1.fastq.gz,SRR798744_2.fastq.gz,
SRS405130,SRR798752,SRR798752_1.fastq.gz,SRR798752_2.fastq.gz,
SRS405130,SRR798823,SRR798823_1.fastq.gz,SRR798823_2.fastq.gz,
SRS405132,SRR799012,SRR799012_1.fastq.gz,SRR799012_2.fastq.gz,
SRS405132,SRR798941,SRR798941_1.fastq.gz,SRR798941_2.fastq.gz,
SRS405132,SRR798768,SRR798768_1.fastq.gz,SRR798768_2.fastq.gz,
SRS405133,SRR798778,SRR798778_1.fastq.gz,SRR798778_2.fastq.gz,
SRS405133,SRR799014,SRR799014_1.fastq.gz,SRR799014_2.fastq.gz,
SRS405133,SRR798777,SRR798777_1.fastq.gz,SRR798777_2.fastq.gz,
SRS405134,SRR798956,SRR798956_1.fastq.gz,SRR798956_2.fastq.gz,
SRS405134,SRR798775,SRR798775_1.fastq.gz,SRR798775_2.fastq.gz,
SRS405134,SRR798897,SRR798897_1.fastq.gz,SRR798897_2.fastq.gz,
SRS405135,SRR798903,SRR798903_1.fastq.gz,SRR798903_2.fastq.gz,
SRS405135,SRR798812,SRR798812_1.fastq.gz,SRR798812_2.fastq.gz,
SRS405135,SRR798780,SRR798780_1.fastq.gz,SRR798780_2.fastq.gz,
SRS405136,SRR798994,SRR798994_1.fastq.gz,SRR798994_2.fastq.gz,
SRS405136,SRR799037,SRR799037_1.fastq.gz,SRR799037_2.fastq.gz,
SRS405136,SRR798803,SRR798803_1.fastq.gz,SRR798803_2.fastq.gz,
SRS405137,SRR798942,SRR798942_1.fastq.gz,SRR798942_2.fastq.gz,
SRS405137,SRR798851,SRR798851_1.fastq.gz,SRR798851_2.fastq.gz,
SRS405137,SRR798807,SRR798807_1.fastq.gz,SRR798807_2.fastq.gz,
SRS405139,SRR798833,SRR798833_1.fastq.gz,SRR798833_2.fastq.gz,
SRS405139,SRR798894,SRR798894_1.fastq.gz,SRR798894_2.fastq.gz,
SRS405139,SRR798810,SRR798810_1.fastq.gz,SRR798810_2.fastq.gz,
SRS405141,SRR798997,SRR798997_1.fastq.gz,SRR798997_2.fastq.gz,
SRS405141,SRR798996,SRR798996_1.fastq.gz,SRR798996_2.fastq.gz,
SRS405141,SRR798837,SRR798837_1.fastq.gz,SRR798837_2.fastq.gz,
SRS405142,SRR798839,SRR798839_1.fastq.gz,SRR798839_2.fastq.gz,
SRS405142,SRR798988,SRR798988_1.fastq.gz,SRR798988_2.fastq.gz,
SRS405142,SRR798974,SRR798974_1.fastq.gz,SRR798974_2.fastq.gz,
SRS405144,SRR798852,SRR798852_1.fastq.gz,SRR798852_2.fastq.gz,
SRS405144,SRR798989,SRR798989_1.fastq.gz,SRR798989_2.fastq.gz,
SRS405144,SRR798853,SRR798853_1.fastq.gz,SRR798853_2.fastq.gz,
SRS405145,SRR798882,SRR798882_1.fastq.gz,SRR798882_2.fastq.gz,
SRS405145,SRR798948,SRR798948_1.fastq.gz,SRR798948_2.fastq.gz,
SRS405145,SRR798939,SRR798939_1.fastq.gz,SRR798939_2.fastq.gz,
SRS405146,SRR798970,SRR798970_1.fastq.gz,SRR798970_2.fastq.gz,
SRS405146,SRR798889,SRR798889_1.fastq.gz,SRR798889_2.fastq.gz,
SRS405146,SRR799026,SRR799026_1.fastq.gz,SRR799026_2.fastq.gz,
SRS405147,SRR798934,SRR798934_1.fastq.gz,SRR798934_2.fastq.gz,
SRS405147,SRR798935,SRR798935_1.fastq.gz,SRR798935_2.fastq.gz,
SRS405147,SRR798922,SRR798922_1.fastq.gz,SRR798922_2.fastq.gz,
SRS405148,SRR798957,SRR798957_1.fastq.gz,SRR798957_2.fastq.gz,
SRS405148,SRR798967,SRR798967_1.fastq.gz,SRR798967_2.fastq.gz,
SRS405148,SRR799057,SRR799057_1.fastq.gz,SRR799057_2.fastq.gz,
SRS405149,SRR823399,SRR823399_1.fastq.gz,SRR823399_2.fastq.gz,
SRS405149,SRR799054,SRR799054_1.fastq.gz,SRR799054_2.fastq.gz,
SRS405149,SRR799007,SRR799007_1.fastq.gz,SRR799007_2.fastq.gz,
SRS405151,SRR799055,SRR799055_1.fastq.gz,SRR799055_2.fastq.gz,
SRS405151,SRR799053,SRR799053_1.fastq.gz,SRR799053_2.fastq.gz,
SRS405151,SRR825359,SRR825359_1.fastq.gz,SRR825359_2.fastq.gz,
SRS409058,SRR576591,,,SRR576591.fastq.gz
SRS409058,SRR642849,SRR642849_1.fastq.gz,SRR642849_2.fastq.gz,
SRS409058,SRR576315,SRR576315_1.fastq.gz,SRR576315_2.fastq.gz,
SRS409058,SRR576302,SRR576302_1.fastq.gz,SRR576302_2.fastq.gz,
SRS409058,SRR576550,,,SRR576550.fastq.gz
SRS409058,SRR647800,SRR647800_1.fastq.gz,SRR647800_2.fastq.gz,
SRS409059,SRR576323,SRR576323_1.fastq.gz,SRR576323_2.fastq.gz,
SRS409059,SRR576311,SRR576311_1.fastq.gz,SRR576311_2.fastq.gz,
SRS409059,SRR642860,SRR642860_1.fastq.gz,SRR642860_2.fastq.gz,
SRS409059,SRR576576,,,SRR576576.fastq.gz
SRS409059,SRR576620,,,SRR576620.fastq.gz
SRS409059,SRR647589,SRR647589_1.fastq.gz,SRR647589_2.fastq.gz,
SRS409060,SRR576565,,,SRR576565.fastq.gz
SRS409060,SRR576607,,,SRR576607.fastq.gz
SRS409060,SRR576320,SRR576320_1.fastq.gz,SRR576320_2.fastq.gz,
SRS409060,SRR576306,SRR576306_1.fastq.gz,SRR576306_2.fastq.gz,
SRS409060,SRR647806,SRR647806_1.fastq.gz,SRR647806_2.fastq.gz,
SRS409060,SRR642223,SRR642223_1.fastq.gz,SRR642223_2.fastq.gz,
SRS409061,SRR576605,,,SRR576605.fastq.gz
SRS409061,SRR647785,SRR647785_1.fastq.gz,SRR647785_2.fastq.gz,
SRS409061,SRR642850,SRR642850_1.fastq.gz,SRR642850_2.fastq.gz,
SRS409061,SRR576317,SRR576317_1.fastq.gz,SRR576317_2.fastq.gz,
SRS409061,SRR576305,SRR576305_1.fastq.gz,SRR576305_2.fastq.gz,
SRS409061,SRR576559,,,SRR576559.fastq.gz
SRS409062,SRR576596,,,SRR576596.fastq.gz
SRS409062,SRR576316,SRR576316_1.fastq.gz,SRR576316_2.fastq.gz,
SRS409062,SRR576303,SRR576303_1.fastq.gz,SRR576303_2.fastq.gz,
SRS409062,SRR642852,SRR642852_1.fastq.gz,SRR642852_2.fastq.gz,
SRS409062,SRR647803,SRR647803_1.fastq.gz,SRR647803_2.fastq.gz,
SRS409062,SRR576552,,,SRR576552.fastq.gz
SRS409063,SRR647789,SRR647789_1.fastq.gz,SRR647789_2.fastq.gz,
SRS409063,SRR642859,SRR642859_1.fastq.gz,SRR642859_2.fastq.gz,
SRS409064,SRR642220,SRR642220_1.fastq.gz,SRR642220_2.fastq.gz,
SRS409064,SRR647793,SRR647793_1.fastq.gz,SRR647793_2.fastq.gz,
SRS409065,SRR576598,,,SRR576598.fastq.gz
SRS409065,SRR576312,SRR576312_1.fastq.gz,SRR576312_2.fastq.gz,
SRS409065,SRR576619,,,SRR576619.fastq.gz
SRS409065,SRR646261,SRR646261_1.fastq.gz,SRR646261_2.fastq.gz,
SRS409065,SRR576318,SRR576318_1.fastq.gz,SRR576318_2.fastq.gz,
SRS409065,SRR646262,SRR646262_1.fastq.gz,SRR646262_2.fastq.gz,
SRS409066,SRR647792,SRR647792_1.fastq.gz,SRR647792_2.fastq.gz,
SRS409066,SRR642219,SRR642219_1.fastq.gz,SRR642219_2.fastq.gz,
SRS409066,SRR576562,,,SRR576562.fastq.gz
SRS409066,SRR576600,,,SRR576600.fastq.gz
SRS409066,SRR576319,SRR576319_1.fastq.gz,SRR576319_2.fastq.gz,
SRS409066,SRR576304,SRR576304_1.fastq.gz,SRR576304_2.fastq.gz,
