sample,run,file1,file2,file_unpaired
SRS409067,SRR642857,SRR642857_1.fastq.gz,SRR642857_2.fastq.gz,
SRS409067,SRR798843,SRR798843_1.fastq.gz,SRR798843_2.fastq.gz,
SRS409067,SRR652310,SRR652310_1.fastq.gz,SRR652310_2.fastq.gz,
SRS409067,SRR652313,SRR652313_1.fastq.gz,SRR652313_2.fastq.gz,
SRS409067,SRR647807,SRR647807_1.fastq.gz,SRR647807_2.fastq.gz,
SRS409067,SRR652311,SRR652311_1.fastq.gz,SRR652311_2.fastq.gz,
SRS409067,SRR798993,SRR798993_1.fastq.gz,SRR798993_2.fastq.gz,
SRS409074,SRR642861,SRR642861_1.fastq.gz,SRR642861_2.fastq.gz,
SRS409074,SRR576324,SRR576324_1.fastq.gz,SRR576324_2.fastq.gz,
SRS409074,SRR576310,SRR576310_1.fastq.gz,SRR576310_2.fastq.gz,
SRS409074,SRR576615,,,SRR576615.fastq.gz
SRS409074,SRR576577,,,SRR576577.fastq.gz
SRS409074,SRR647788,SRR647788_1.fastq.gz,SRR647788_2.fastq.gz,
SRS409075,SRR576307,SRR576307_1.fastq.gz,SRR576307_2.fastq.gz,
SRS409075,SRR588299,SRR588299_1.fastq.gz,SRR588299_2.fastq.gz,
SRS409075,SRR576573,,,SRR576573.fastq.gz
SRS409075,SRR647790,SRR647790_1.fastq.gz,SRR647790_2.fastq.gz,
SRS409075,SRR642844,SRR642844_1.fastq.gz,SRR642844_2.fastq.gz,
SRS409075,SRR576609,,,SRR576609.fastq.gz
SRS409076,SRR576611,,,SRR576611.fastq.gz
SRS409076,SRR642856,SRR642856_1.fastq.gz,SRR642856_2.fastq.gz,
SRS409076,SRR576569,,,SRR576569.fastq.gz
SRS409076,SRR647802,SRR647802_1.fastq.gz,SRR647802_2.fastq.gz,
SRS409076,SRR576322,SRR576322_1.fastq.gz,SRR576322_2.fastq.gz,
SRS409076,SRR576309,SRR576309_1.fastq.gz,SRR576309_2.fastq.gz,
SRS409112,SRR647787,SRR647787_1.fastq.gz,SRR647787_2.fastq.gz,
SRS409112,SRR576613,,,SRR576613.fastq.gz
SRS409112,SRR576571,,,SRR576571.fastq.gz
SRS409112,SRR642851,SRR642851_1.fastq.gz,SRR642851_2.fastq.gz,
SRS409112,SRR576321,SRR576321_1.fastq.gz,SRR576321_2.fastq.gz,
SRS409112,SRR576308,SRR576308_1.fastq.gz,SRR576308_2.fastq.gz,
SRS409113,SRR642863,SRR642863_1.fastq.gz,SRR642863_2.fastq.gz,
SRS409113,SRR647796,SRR647796_1.fastq.gz,SRR647796_2.fastq.gz,
SRS409175,SRR642854,SRR642854_1.fastq.gz,SRR642854_2.fastq.gz,
SRS409175,SRR647588,SRR647588_1.fastq.gz,SRR647588_2.fastq.gz,
SRS409176,SRR647784,SRR647784_1.fastq.gz,SRR647784_2.fastq.gz,
SRS409176,SRR642848,SRR642848_1.fastq.gz,SRR642848_2.fastq.gz,
SRS409177,SRR642862,SRR642862_1.fastq.gz,SRR642862_2.fastq.gz,
SRS409177,SRR647798,SRR647798_1.fastq.gz,SRR647798_2.fastq.gz,
SRS409478,SRR647794,SRR647794_1.fastq.gz,SRR647794_2.fastq.gz,
SRS409478,SRR642855,SRR642855_1.fastq.gz,SRR642855_2.fastq.gz,
SRS409479,SRR576584,,,SRR576584.fastq.gz
SRS409479,SRR576313,SRR576313_1.fastq.gz,SRR576313_2.fastq.gz,
SRS409479,SRR647791,SRR647791_1.fastq.gz,SRR647791_2.fastq.gz,
SRS409479,SRR576540,,,SRR576540.fastq.gz
SRS409479,SRR642853,SRR642853_1.fastq.gz,SRR642853_2.fastq.gz,
SRS409479,SRR576301,SRR576301_1.fastq.gz,SRR576301_2.fastq.gz,
SRS409482,SRR647799,SRR647799_1.fastq.gz,SRR647799_2.fastq.gz,
SRS409482,SRR576542,,,SRR576542.fastq.gz
SRS409482,SRR576300,SRR576300_1.fastq.gz,SRR576300_2.fastq.gz,
SRS409482,SRR642845,SRR642845_1.fastq.gz,SRR642845_2.fastq.gz,
SRS409482,SRR576314,SRR576314_1.fastq.gz,SRR576314_2.fastq.gz,
SRS409482,SRR576580,,,SRR576580.fastq.gz
SRS409483,SRR647801,SRR647801_1.fastq.gz,SRR647801_2.fastq.gz,
SRS409483,SRR576539,SRR576539_1.fastq.gz,SRR576539_2.fastq.gz,
SRS409483,SRR576554,SRR576554_1.fastq.gz,SRR576554_2.fastq.gz,
SRS409483,SRR642221,SRR642221_1.fastq.gz,SRR642221_2.fastq.gz,
SRS409781,SRR647795,SRR647795_1.fastq.gz,SRR647795_2.fastq.gz,
SRS409781,SRR642847,SRR642847_1.fastq.gz,SRR642847_2.fastq.gz,
SRS417571,SRR836536,SRR836536_1.fastq.gz,SRR836536_2.fastq.gz,
SRS417571,SRR836539,SRR836539_1.fastq.gz,SRR836539_2.fastq.gz,
SRS417571,SRR836537,SRR836537_1.fastq.gz,SRR836537_2.fastq.gz,
SRS417571,SRR841967,SRR841967_1.fastq.gz,SRR841967_2.fastq.gz,
SRS417571,SRR836538,SRR836538_1.fastq.gz,SRR836538_2.fastq.gz,
SRS417571,SRR836535,SRR836535_1.fastq.gz,SRR836535_2.fastq.gz,
SRS417572,SRR836544,SRR836544_1.fastq.gz,SRR836544_2.fastq.gz,
SRS417572,SRR836541,SRR836541_1.fastq.gz,SRR836541_2.fastq.gz,
SRS417572,SRR836543,SRR836543_1.fastq.gz,SRR836543_2.fastq.gz,
SRS417572,SRR836545,SRR836545_1.fastq.gz,SRR836545_2.fastq.gz,
SRS417572,SRR836542,SRR836542_1.fastq.gz,SRR836542_2.fastq.gz,
SRS417572,SRR836540,SRR836540_1.fastq.gz,SRR836540_2.fastq.gz,
SRS417573,SRR836548,SRR836548_1.fastq.gz,SRR836548_2.fastq.gz,
SRS417573,SRR836550,SRR836550_1.fastq.gz,SRR836550_2.fastq.gz,
SRS417573,SRR836547,SRR836547_1.fastq.gz,SRR836547_2.fastq.gz,
SRS417573,SRR836549,SRR836549_1.fastq.gz,SRR836549_2.fastq.gz,
SRS417573,SRR836551,SRR836551_1.fastq.gz,SRR836551_2.fastq.gz,
SRS417573,SRR841968,SRR841968_1.fastq.gz,SRR841968_2.fastq.gz,
SRS417575,SRR836558,SRR836558_1.fastq.gz,SRR836558_2.fastq.gz,
SRS417575,SRR836562,SRR836562_1.fastq.gz,SRR836562_2.fastq.gz,
SRS417575,SRR836560,SRR836560_1.fastq.gz,SRR836560_2.fastq.gz,
SRS417575,SRR836561,SRR836561_1.fastq.gz,SRR836561_2.fastq.gz,
SRS417575,SRR836563,SRR836563_1.fastq.gz,SRR836563_2.fastq.gz,
SRS417575,SRR836559,SRR836559_1.fastq.gz,SRR836559_2.fastq.gz,
SRS417576,SRR836565,SRR836565_1.fastq.gz,SRR836565_2.fastq.gz,
SRS417576,SRR836567,SRR836567_1.fastq.gz,SRR836567_2.fastq.gz,
SRS417576,SRR836564,SRR836564_1.fastq.gz,SRR836564_2.fastq.gz,
SRS417576,SRR836568,SRR836568_1.fastq.gz,SRR836568_2.fastq.gz,
SRS417576,SRR836569,SRR836569_1.fastq.gz,SRR836569_2.fastq.gz,
SRS417576,SRR836566,SRR836566_1.fastq.gz,SRR836566_2.fastq.gz,
SRS417577,SRR836579,SRR836579_1.fastq.gz,SRR836579_2.fastq.gz,
SRS417577,SRR836574,SRR836574_1.fastq.gz,SRR836574_2.fastq.gz,
SRS417577,SRR836573,SRR836573_1.fastq.gz,SRR836573_2.fastq.gz,
SRS417577,SRR836571,SRR836571_1.fastq.gz,SRR836571_2.fastq.gz,
SRS417577,SRR836570,SRR836570_1.fastq.gz,SRR836570_2.fastq.gz,
SRS417577,SRR836577,SRR836577_1.fastq.gz,SRR836577_2.fastq.gz,
SRS417577,SRR836576,SRR836576_1.fastq.gz,SRR836576_2.fastq.gz,
SRS417577,SRR836578,SRR836578_1.fastq.gz,SRR836578_2.fastq.gz,
SRS417577,SRR836580,SRR836580_1.fastq.gz,SRR836580_2.fastq.gz,
SRS417577,SRR836575,SRR836575_1.fastq.gz,SRR836575_2.fastq.gz,
SRS417577,SRR836572,SRR836572_1.fastq.gz,SRR836572_2.fastq.gz,
SRS417578,SRR836585,SRR836585_1.fastq.gz,SRR836585_2.fastq.gz,
SRS417578,SRR836581,SRR836581_1.fastq.gz,SRR836581_2.fastq.gz,
SRS417578,SRR836582,SRR836582_1.fastq.gz,SRR836582_2.fastq.gz,
SRS417578,SRR836583,SRR836583_1.fastq.gz,SRR836583_2.fastq.gz,
SRS417578,SRR836584,SRR836584_1.fastq.gz,SRR836584_2.fastq.gz,
SRS417578,SRR836586,SRR836586_1.fastq.gz,SRR836586_2.fastq.gz,
SRS417579,SRR836597,SRR836597_1.fastq.gz,SRR836597_2.fastq.gz,
SRS417579,SRR841970,SRR841970_1.fastq.gz,SRR841970_2.fastq.gz,
SRS417579,SRR836594,SRR836594_1.fastq.gz,SRR836594_2.fastq.gz,
SRS417579,SRR836595,SRR836595_1.fastq.gz,SRR836595_2.fastq.gz,
SRS417579,SRR836596,SRR836596_1.fastq.gz,SRR836596_2.fastq.gz,
SRS417579,SRR836598,SRR836598_1.fastq.gz,SRR836598_2.fastq.gz,
SRS417581,SRR836599,SRR836599_1.fastq.gz,SRR836599_2.fastq.gz,
SRS417581,SRR836603,SRR836603_1.fastq.gz,SRR836603_2.fastq.gz,
SRS417581,SRR836602,SRR836602_1.fastq.gz,SRR836602_2.fastq.gz,
SRS417581,SRR836601,SRR836601_1.fastq.gz,SRR836601_2.fastq.gz,
SRS417581,SRR842032,SRR842032_1.fastq.gz,SRR842032_2.fastq.gz,
SRS417581,SRR836600,SRR836600_1.fastq.gz,SRR836600_2.fastq.gz,
SRS417582,SRR836606,SRR836606_1.fastq.gz,SRR836606_2.fastq.gz,
SRS417582,SRR836609,SRR836609_1.fastq.gz,SRR836609_2.fastq.gz,
SRS417582,SRR836607,SRR836607_1.fastq.gz,SRR836607_2.fastq.gz,
SRS417582,SRR836604,SRR836604_1.fastq.gz,SRR836604_2.fastq.gz,
SRS417582,SRR836608,SRR836608_1.fastq.gz,SRR836608_2.fastq.gz,
SRS417582,SRR836605,SRR836605_1.fastq.gz,SRR836605_2.fastq.gz,
SRS417583,SRR836557,SRR836557_1.fastq.gz,SRR836557_2.fastq.gz,
SRS417583,SRR836556,SRR836556_1.fastq.gz,SRR836556_2.fastq.gz,
SRS417583,SRR836553,SRR836553_1.fastq.gz,SRR836553_2.fastq.gz,
SRS417583,SRR836555,SRR836555_1.fastq.gz,SRR836555_2.fastq.gz,
SRS417583,SRR836554,SRR836554_1.fastq.gz,SRR836554_2.fastq.gz,
SRS417583,SRR836552,SRR836552_1.fastq.gz,SRR836552_2.fastq.gz,
SRS417585,SRR836614,SRR836614_1.fastq.gz,SRR836614_2.fastq.gz,
SRS417585,SRR836610,SRR836610_1.fastq.gz,SRR836610_2.fastq.gz,
SRS417585,SRR836613,SRR836613_1.fastq.gz,SRR836613_2.fastq.gz,
SRS417585,SRR836611,SRR836611_1.fastq.gz,SRR836611_2.fastq.gz,
SRS417585,SRR842033,SRR842033_1.fastq.gz,SRR842033_2.fastq.gz,
SRS417585,SRR836612,SRR836612_1.fastq.gz,SRR836612_2.fastq.gz,
SRS417586,SRR836592,SRR836592_1.fastq.gz,SRR836592_2.fastq.gz,
SRS417586,SRR836588,SRR836588_1.fastq.gz,SRR836588_2.fastq.gz,
SRS417586,SRR836590,SRR836590_1.fastq.gz,SRR836590_2.fastq.gz,
SRS417586,SRR841969,SRR841969_1.fastq.gz,SRR841969_2.fastq.gz,
SRS417586,SRR836589,SRR836589_1.fastq.gz,SRR836589_2.fastq.gz,
SRS417586,SRR836591,SRR836591_1.fastq.gz,SRR836591_2.fastq.gz,
SRS417587,SRR836619,SRR836619_1.fastq.gz,SRR836619_2.fastq.gz,
SRS417587,SRR836617,SRR836617_1.fastq.gz,SRR836617_2.fastq.gz,
SRS417587,SRR836616,SRR836616_1.fastq.gz,SRR836616_2.fastq.gz,
SRS417587,SRR836618,SRR836618_1.fastq.gz,SRR836618_2.fastq.gz,
SRS417587,SRR836615,SRR836615_1.fastq.gz,SRR836615_2.fastq.gz,
SRS417587,SRR842034,SRR842034_1.fastq.gz,SRR842034_2.fastq.gz,
SRS417588,SRR842035,SRR842035_1.fastq.gz,SRR842035_2.fastq.gz,
SRS417588,SRR836622,SRR836622_1.fastq.gz,SRR836622_2.fastq.gz,
SRS417588,SRR836621,SRR836621_1.fastq.gz,SRR836621_2.fastq.gz,
SRS417588,SRR836623,SRR836623_1.fastq.gz,SRR836623_2.fastq.gz,
SRS417588,SRR836620,SRR836620_1.fastq.gz,SRR836620_2.fastq.gz,
SRS417588,SRR836624,SRR836624_1.fastq.gz,SRR836624_2.fastq.gz,
SRS417590,SRR836633,SRR836633_1.fastq.gz,SRR836633_2.fastq.gz,
SRS417590,SRR836631,SRR836631_1.fastq.gz,SRR836631_2.fastq.gz,
SRS417590,SRR836632,SRR836632_1.fastq.gz,SRR836632_2.fastq.gz,
SRS417590,SRR836634,SRR836634_1.fastq.gz,SRR836634_2.fastq.gz,
SRS417590,SRR842037,SRR842037_1.fastq.gz,SRR842037_2.fastq.gz,
SRS417590,SRR836635,SRR836635_1.fastq.gz,SRR836635_2.fastq.gz,
SRS417591,SRR836640,SRR836640_1.fastq.gz,SRR836640_2.fastq.gz,
SRS417591,SRR836637,SRR836637_1.fastq.gz,SRR836637_2.fastq.gz,
SRS417591,SRR836636,SRR836636_1.fastq.gz,SRR836636_2.fastq.gz,
SRS417591,SRR836638,SRR836638_1.fastq.gz,SRR836638_2.fastq.gz,
SRS417591,SRR836639,SRR836639_1.fastq.gz,SRR836639_2.fastq.gz,
SRS417591,SRR836641,SRR836641_1.fastq.gz,SRR836641_2.fastq.gz,
SRS417593,SRR836646,SRR836646_1.fastq.gz,SRR836646_2.fastq.gz,
SRS417593,SRR836645,SRR836645_1.fastq.gz,SRR836645_2.fastq.gz,
SRS417593,SRR836647,SRR836647_1.fastq.gz,SRR836647_2.fastq.gz,
SRS417593,SRR836644,SRR836644_1.fastq.gz,SRR836644_2.fastq.gz,
SRS417593,SRR836642,SRR836642_1.fastq.gz,SRR836642_2.fastq.gz,
SRS417593,SRR836643,SRR836643_1.fastq.gz,SRR836643_2.fastq.gz,
SRS417594,SRR836650,SRR836650_1.fastq.gz,SRR836650_2.fastq.gz,
SRS417594,SRR836648,SRR836648_1.fastq.gz,SRR836648_2.fastq.gz,
SRS417594,SRR836649,SRR836649_1.fastq.gz,SRR836649_2.fastq.gz,
SRS417594,SRR836653,SRR836653_1.fastq.gz,SRR836653_2.fastq.gz,
SRS417594,SRR836652,SRR836652_1.fastq.gz,SRR836652_2.fastq.gz,
SRS417594,SRR836651,SRR836651_1.fastq.gz,SRR836651_2.fastq.gz,
SRS417595,SRR836664,SRR836664_1.fastq.gz,SRR836664_2.fastq.gz,
SRS417595,SRR836661,SRR836661_1.fastq.gz,SRR836661_2.fastq.gz,
SRS417595,SRR836665,SRR836665_1.fastq.gz,SRR836665_2.fastq.gz,
SRS417595,SRR836660,SRR836660_1.fastq.gz,SRR836660_2.fastq.gz,
SRS417595,SRR836663,SRR836663_1.fastq.gz,SRR836663_2.fastq.gz,
SRS417595,SRR836662,SRR836662_1.fastq.gz,SRR836662_2.fastq.gz,
SRS417596,SRR836666,SRR836666_1.fastq.gz,SRR836666_2.fastq.gz,
SRS417596,SRR836670,SRR836670_1.fastq.gz,SRR836670_2.fastq.gz,
SRS417596,SRR836668,SRR836668_1.fastq.gz,SRR836668_2.fastq.gz,
SRS417596,SRR836667,SRR836667_1.fastq.gz,SRR836667_2.fastq.gz,
SRS417596,SRR836671,SRR836671_1.fastq.gz,SRR836671_2.fastq.gz,
SRS417596,SRR836669,SRR836669_1.fastq.gz,SRR836669_2.fastq.gz,
SRS417597,SRR836627,SRR836627_1.fastq.gz,SRR836627_2.fastq.gz,
SRS417597,SRR842036,SRR842036_1.fastq.gz,SRR842036_2.fastq.gz,
SRS417597,SRR836630,SRR836630_1.fastq.gz,SRR836630_2.fastq.gz,
SRS417597,SRR836629,SRR836629_1.fastq.gz,SRR836629_2.fastq.gz,
SRS417597,SRR836628,SRR836628_1.fastq.gz,SRR836628_2.fastq.gz,
SRS417597,SRR836626,SRR836626_1.fastq.gz,SRR836626_2.fastq.gz,
SRS417599,SRR836673,SRR836673_1.fastq.gz,SRR836673_2.fastq.gz,
SRS417599,SRR836672,SRR836672_1.fastq.gz,SRR836672_2.fastq.gz,
SRS417599,SRR836677,SRR836677_1.fastq.gz,SRR836677_2.fastq.gz,
SRS417599,SRR836676,SRR836676_1.fastq.gz,SRR836676_2.fastq.gz,
SRS417599,SRR836674,SRR836674_1.fastq.gz,SRR836674_2.fastq.gz,
SRS417599,SRR836675,SRR836675_1.fastq.gz,SRR836675_2.fastq.gz,
SRS417600,SRR836679,SRR836679_1.fastq.gz,SRR836679_2.fastq.gz,
SRS417600,SRR836678,SRR836678_1.fastq.gz,SRR836678_2.fastq.gz,
SRS417600,SRR836682,SRR836682_1.fastq.gz,SRR836682_2.fastq.gz,
SRS417600,SRR836681,SRR836681_1.fastq.gz,SRR836681_2.fastq.gz,
SRS417600,SRR842038,SRR842038_1.fastq.gz,SRR842038_2.fastq.gz,
SRS417600,SRR836680,SRR836680_1.fastq.gz,SRR836680_2.fastq.gz,
SRS417601,SRR836683,SRR836683_1.fastq.gz,SRR836683_2.fastq.gz,
SRS417601,SRR836686,SRR836686_1.fastq.gz,SRR836686_2.fastq.gz,
SRS417601,SRR836684,SRR836684_1.fastq.gz,SRR836684_2.fastq.gz,
SRS417601,SRR836685,SRR836685_1.fastq.gz,SRR836685_2.fastq.gz,
SRS417601,SRR836688,SRR836688_1.fastq.gz,SRR836688_2.fastq.gz,
SRS417601,SRR836687,SRR836687_1.fastq.gz,SRR836687_2.fastq.gz,
SRS417603,SRR836657,SRR836657_1.fastq.gz,SRR836657_2.fastq.gz,
SRS417603,SRR836659,SRR836659_1.fastq.gz,SRR836659_2.fastq.gz,
SRS417603,SRR836658,SRR836658_1.fastq.gz,SRR836658_2.fastq.gz,
SRS417603,SRR836655,SRR836655_1.fastq.gz,SRR836655_2.fastq.gz,
SRS417603,SRR836656,SRR836656_1.fastq.gz,SRR836656_2.fastq.gz,
SRS417603,SRR836654,SRR836654_1.fastq.gz,SRR836654_2.fastq.gz,
SRS417604,SRR836690,SRR836690_1.fastq.gz,SRR836690_2.fastq.gz,
SRS417604,SRR836693,SRR836693_1.fastq.gz,SRR836693_2.fastq.gz,
SRS417604,SRR836692,SRR836692_1.fastq.gz,SRR836692_2.fastq.gz,
SRS417604,SRR836694,SRR836694_1.fastq.gz,SRR836694_2.fastq.gz,
SRS417604,SRR836689,SRR836689_1.fastq.gz,SRR836689_2.fastq.gz,
SRS417604,SRR836691,SRR836691_1.fastq.gz,SRR836691_2.fastq.gz,
SRS417605,SRR1068286,SRR1068286_1.fastq.gz,SRR1068286_2.fastq.gz,
SRS417605,SRR836696,SRR836696_1.fastq.gz,SRR836696_2.fastq.gz,
SRS417605,SRR836695,SRR836695_1.fastq.gz,SRR836695_2.fastq.gz,
SRS417605,SRR836700,SRR836700_1.fastq.gz,SRR836700_2.fastq.gz,
SRS417605,SRR836698,SRR836698_1.fastq.gz,SRR836698_2.fastq.gz,
SRS417605,SRR836697,SRR836697_1.fastq.gz,SRR836697_2.fastq.gz,
SRS417605,SRR836702,SRR836702_1.fastq.gz,SRR836702_2.fastq.gz,
SRS417605,SRR836699,SRR836699_1.fastq.gz,SRR836699_2.fastq.gz,
SRS417605,SRR836703,SRR836703_1.fastq.gz,SRR836703_2.fastq.gz,
SRS417605,SRR1068285,SRR1068285_1.fastq.gz,SRR1068285_2.fastq.gz,
SRS417605,SRR836701,SRR836701_1.fastq.gz,SRR836701_2.fastq.gz,
SRS417606,SRR836706,SRR836706_1.fastq.gz,SRR836706_2.fastq.gz,
SRS417606,SRR836707,SRR836707_1.fastq.gz,SRR836707_2.fastq.gz,
SRS417606,SRR836705,SRR836705_1.fastq.gz,SRR836705_2.fastq.gz,
SRS417606,SRR836704,SRR836704_1.fastq.gz,SRR836704_2.fastq.gz,
SRS417606,SRR836708,SRR836708_1.fastq.gz,SRR836708_2.fastq.gz,
SRS417606,SRR836712,SRR836712_1.fastq.gz,SRR836712_2.fastq.gz,
SRS417606,SRR836710,SRR836710_1.fastq.gz,SRR836710_2.fastq.gz,
SRS417606,SRR836709,SRR836709_1.fastq.gz,SRR836709_2.fastq.gz,
SRS417606,SRR836711,SRR836711_1.fastq.gz,SRR836711_2.fastq.gz,
SRS417607,SRR836717,SRR836717_1.fastq.gz,SRR836717_2.fastq.gz,
SRS417607,SRR836720,SRR836720_1.fastq.gz,SRR836720_2.fastq.gz,
SRS417607,SRR836714,SRR836714_1.fastq.gz,SRR836714_2.fastq.gz,
SRS417607,SRR836713,SRR836713_1.fastq.gz,SRR836713_2.fastq.gz,
SRS417607,SRR836721,SRR836721_1.fastq.gz,SRR836721_2.fastq.gz,
SRS417607,SRR836718,SRR836718_1.fastq.gz,SRR836718_2.fastq.gz,
SRS417607,SRR836719,SRR836719_1.fastq.gz,SRR836719_2.fastq.gz,
SRS417607,SRR836715,SRR836715_1.fastq.gz,SRR836715_2.fastq.gz,
SRS417607,SRR836716,SRR836716_1.fastq.gz,SRR836716_2.fastq.gz,
SRS417609,SRR836735,SRR836735_1.fastq.gz,SRR836735_2.fastq.gz,
SRS417609,SRR836737,SRR836737_1.fastq.gz,SRR836737_2.fastq.gz,
SRS417609,SRR836734,SRR836734_1.fastq.gz,SRR836734_2.fastq.gz,
SRS417609,SRR836739,SRR836739_1.fastq.gz,SRR836739_2.fastq.gz,
SRS417609,SRR836733,SRR836733_1.fastq.gz,SRR836733_2.fastq.gz,
SRS417609,SRR836741,SRR836741_1.fastq.gz,SRR836741_2.fastq.gz,
SRS417609,SRR836740,SRR836740_1.fastq.gz,SRR836740_2.fastq.gz,
SRS417609,SRR836738,SRR836738_1.fastq.gz,SRR836738_2.fastq.gz,
SRS417609,SRR836736,SRR836736_1.fastq.gz,SRR836736_2.fastq.gz,
SRS417611,SRR842043,SRR842043_1.fastq.gz,SRR842043_2.fastq.gz,
SRS417611,SRR836762,SRR836762_1.fastq.gz,SRR836762_2.fastq.gz,
SRS417611,SRR836757,SRR836757_1.fastq.gz,SRR836757_2.fastq.gz,
SRS417611,SRR836761,SRR836761_1.fastq.gz,SRR836761_2.fastq.gz,
SRS417611,SRR836758,SRR836758_1.fastq.gz,SRR836758_2.fastq.gz,
SRS417611,SRR836755,SRR836755_1.fastq.gz,SRR836755_2.fastq.gz,
SRS417611,SRR836753,SRR836753_1.fastq.gz,SRR836753_2.fastq.gz,
SRS417611,SRR836756,SRR836756_1.fastq.gz,SRR836756_2.fastq.gz,
SRS417611,SRR836759,SRR836759_1.fastq.gz,SRR836759_2.fastq.gz,
SRS417611,SRR836754,SRR836754_1.fastq.gz,SRR836754_2.fastq.gz,
SRS417611,SRR836760,SRR836760_1.fastq.gz,SRR836760_2.fastq.gz,
SRS417612,SRR836763,SRR836763_1.fastq.gz,SRR836763_2.fastq.gz,
SRS417612,SRR836764,SRR836764_1.fastq.gz,SRR836764_2.fastq.gz,
SRS417612,SRR842044,SRR842044_1.fastq.gz,SRR842044_2.fastq.gz,
SRS417612,SRR836767,SRR836767_1.fastq.gz,SRR836767_2.fastq.gz,
SRS417612,SRR836766,SRR836766_1.fastq.gz,SRR836766_2.fastq.gz,
SRS417612,SRR836770,SRR836770_1.fastq.gz,SRR836770_2.fastq.gz,
SRS417612,SRR836765,SRR836765_1.fastq.gz,SRR836765_2.fastq.gz,
SRS417612,SRR836769,SRR836769_1.fastq.gz,SRR836769_2.fastq.gz,
SRS417612,SRR836768,SRR836768_1.fastq.gz,SRR836768_2.fastq.gz,
SRS417614,SRR836780,SRR836780_1.fastq.gz,SRR836780_2.fastq.gz,
SRS417614,SRR836779,SRR836779_1.fastq.gz,SRR836779_2.fastq.gz,
SRS417614,SRR836778,SRR836778_1.fastq.gz,SRR836778_2.fastq.gz,
SRS417614,SRR836777,SRR836777_1.fastq.gz,SRR836777_2.fastq.gz,
SRS417614,SRR836781,SRR836781_1.fastq.gz,SRR836781_2.fastq.gz,
SRS417614,SRR836773,SRR836773_1.fastq.gz,SRR836773_2.fastq.gz,
SRS417614,SRR836774,SRR836774_1.fastq.gz,SRR836774_2.fastq.gz,
SRS417614,SRR836775,SRR836775_1.fastq.gz,SRR836775_2.fastq.gz,
SRS417614,SRR836772,SRR836772_1.fastq.gz,SRR836772_2.fastq.gz,
SRS417614,SRR836771,SRR836771_1.fastq.gz,SRR836771_2.fastq.gz,
SRS417614,SRR836776,SRR836776_1.fastq.gz,SRR836776_2.fastq.gz,
SRS417615,SRR836792,SRR836792_1.fastq.gz,SRR836792_2.fastq.gz,
SRS417615,SRR836786,SRR836786_1.fastq.gz,SRR836786_2.fastq.gz,
SRS417615,SRR836790,SRR836790_1.fastq.gz,SRR836790_2.fastq.gz,
SRS417615,SRR836789,SRR836789_1.fastq.gz,SRR836789_2.fastq.gz,
SRS417615,SRR836785,SRR836785_1.fastq.gz,SRR836785_2.fastq.gz,
SRS417615,SRR836791,SRR836791_1.fastq.gz,SRR836791_2.fastq.gz,
SRS417615,SRR836784,SRR836784_1.fastq.gz,SRR836784_2.fastq.gz,
SRS417615,SRR836787,SRR836787_1.fastq.gz,SRR836787_2.fastq.gz,
SRS417615,SRR836788,SRR836788_1.fastq.gz,SRR836788_2.fastq.gz,
SRS417615,SRR836793,SRR836793_1.fastq.gz,SRR836793_2.fastq.gz,
SRS417615,SRR836794,SRR836794_1.fastq.gz,SRR836794_2.fastq.gz,
SRS417616,SRR836799,SRR836799_1.fastq.gz,SRR836799_2.fastq.gz,
SRS417616,SRR836802,SRR836802_1.fastq.gz,SRR836802_2.fastq.gz,
SRS417616,SRR836797,SRR836797_1.fastq.gz,SRR836797_2.fastq.gz,
SRS417616,SRR836798,SRR836798_1.fastq.gz,SRR836798_2.fastq.gz,
SRS417616,SRR836801,SRR836801_1.fastq.gz,SRR836801_2.fastq.gz,
SRS417616,SRR836803,SRR836803_1.fastq.gz,SRR836803_2.fastq.gz,
SRS417616,SRR836804,SRR836804_1.fastq.gz,SRR836804_2.fastq.gz,
SRS417616,SRR836806,SRR836806_1.fastq.gz,SRR836806_2.fastq.gz,
SRS417616,SRR836807,SRR836807_1.fastq.gz,SRR836807_2.fastq.gz,
SRS417616,SRR836805,SRR836805_1.fastq.gz,SRR836805_2.fastq.gz,
SRS417616,SRR836800,SRR836800_1.fastq.gz,SRR836800_2.fastq.gz,
SRS417618,SRR836808,SRR836808_1.fastq.gz,SRR836808_2.fastq.gz,
SRS417618,SRR836810,SRR836810_1.fastq.gz,SRR836810_2.fastq.gz,
SRS417618,SRR842045,SRR842045_1.fastq.gz,SRR842045_2.fastq.gz,
SRS417618,SRR836812,SRR836812_1.fastq.gz,SRR836812_2.fastq.gz,
SRS417618,SRR836811,SRR836811_1.fastq.gz,SRR836811_2.fastq.gz,
SRS417618,SRR836809,SRR836809_1.fastq.gz,SRR836809_2.fastq.gz,
SRS417619,SRR836818,SRR836818_1.fastq.gz,SRR836818_2.fastq.gz,
SRS417619,SRR836816,SRR836816_1.fastq.gz,SRR836816_2.fastq.gz,
SRS417619,SRR836815,SRR836815_1.fastq.gz,SRR836815_2.fastq.gz,
SRS417619,SRR836813,SRR836813_1.fastq.gz,SRR836813_2.fastq.gz,
SRS417619,SRR836817,SRR836817_1.fastq.gz,SRR836817_2.fastq.gz,
SRS417619,SRR836814,SRR836814_1.fastq.gz,SRR836814_2.fastq.gz,
